1,1,29.921,0.40598,1.9808,0.042,0.091241,0.096754,0.022278,-0.14182
1,1,30.022,0.3672,1.8283,-0.16392,0.07792,-0.20378,0.1089,0.16757
1,1,30.121,0.20452,1.8105,-0.073719,0.24878,-0.3169,-0.024369,0.34648
1,1,30.221,0.25085,2.0179,-0.055654,0.18766,0.22056,-0.17641,-0.089008
1,1,30.321,0.64626,1.7402,-0.088264,0.071764,0.17217,-0.057564,-0.070761
1,1,30.421,0.34678,1.9796,-0.16776,0.103,0.21645,-0.10754,0.050147
1,1,30.521,0.40255,1.921,0.12891,-0.070324,-0.11094,-0.038431,0.097623
1,1,30.621,0.48195,1.9899,-0.03553,0.070129,-0.052584,0.020646,0.003512
1,1,30.721,0.58218,2.1921,0.20436,0.12012,0.0094597,0.022262,0.04432
1,1,30.822,0.51375,1.8454,0.23463,0.047104,0.098619,-0.022138,0.079727
1,1,30.922,0.2425,1.7955,-0.082359,-0.015684,0.16941,0.10799,-0.15506
1,1,31.021,0.13742,1.8579,0.088323,0.13139,-0.034887,0.014424,0.0096876
1,1,31.121,0.43522,2.0911,-0.0066027,0.28395,0.053175,0.14197,0.083779
1,1,31.221,0.35306,1.8999,0.18914,-0.20956,0.1573,-0.034391,0.019439
1,1,31.321,0.51271,1.8081,0.1448,0.088381,-0.015708,0.027337,-0.096088
1,1,31.422,0.49061,1.8028,-0.11393,-0.0050096,0.067394,-0.035495,0.10765
1,1,31.522,0.41923,2.1577,-0.0058039,0.067831,0.083448,0.32799,-0.23259
1,1,31.622,0.28406,1.8467,0.031984,-0.0060075,0.030895,-0.049243,0.050724
1,1,31.721,0.45449,1.8889,0.18544,-0.34805,-0.085082,-0.10104,-0.034842
1,1,31.822,0.35847,1.9114,0.0457,-0.0039606,-0.24665,0.014452,-0.47138
1,1,31.924,0.71882,1.9682,-0.15935,-0.017539,-0.030688,-0.040521,-0.052577
1,1,32.021,0.29329,1.6769,-0.020514,0.030541,-0.01377,0.020558,-0.1609
1,1,32.121,0.31206,1.9814,0.015846,0.11254,0.025829,-0.049609,-0.25579
1,1,32.221,0.53265,1.9556,-0.047996,0.21352,-0.42918,0.066804,-0.17887
1,1,32.321,0.19433,1.886,0.02104,-0.0010712,-0.029697,-0.081207,0.13646
1,1,32.421,0.5152,1.5639,-0.060348,-0.016904,0.12714,-0.13396,-0.068596
1,1,32.521,0.35813,2.1154,-0.01175,0.17867,-0.076139,0.0040096,0.26767
1,1,32.621,0.6384,2.0066,0.15687,-0.00014567,-0.11395,0.088824,0.12341
1,1,32.722,0.20074,1.7809,-0.21989,0.066599,-0.064541,0.15718,-0.015321
1,1,32.821,0.43616,1.5352,-0.21269,0.086254,-0.052864,-0.21103,0.09451
1,1,32.922,0.27408,1.7221,-0.1032,0.099021,-0.10283,-0.13609,-0.028048
1,1,33.021,0.38594,1.6856,0.063385,-0.32811,-0.085534,0.018052,0.10526
1,1,33.121,0.33528,1.7433,-0.069279,0.083877,-0.0097023,0.19636,-0.007644
1,1,33.221,0.6232,1.9801,-0.23545,0.10631,-0.049799,-0.16733,-0.13626
1,1,33.321,0.29577,1.5545,-0.029206,0.21725,0.014192,-0.16901,-0.1053
1,1,33.421,0.50432,1.8382,-0.18384,0.076556,0.070195,-0.037242,0.031319
1,1,33.521,0.54011,1.7357,-0.0098207,0.090268,0.032159,-0.0022834,0.22802
1,1,33.621,0.12075,1.9029,0.077145,-0.056495,0.35388,0.10897,0.16189
1,1,33.722,0.20975,1.8473,-0.14038,0.16146,-0.063134,-0.39961,-0.021123
1,1,33.821,0.17899,1.6428,-0.13862,-0.0087232,-0.18835,0.059586,0.071916
1,1,33.921,0.23433,1.5264,-0.13655,-0.1046,0.0041637,0.072671,0.0091948
1,1,34.021,0.19744,1.838,0.08898,-0.085198,0.020143,-0.0092184,-0.028625
1,1,34.121,0.14288,1.7484,-0.079651,0.19208,-0.18701,-0.024471,-0.16068
1,1,34.221,0.38639,1.8107,0.16035,-0.13164,-0.0016986,-0.013866,-0.017047
1,1,34.321,0.25761,1.6204,-0.031601,-0.15784,-0.12884,-0.2243,0.13208
1,1,34.422,0.2034,1.7216,-0.036763,0.18856,0.25301,-0.023793,-0.1059
1,1,34.521,0.062899,1.6045,0.28936,-0.10399,-0.078213,-0.12924,0.16142
