1,1,29.921,0.46063,1.7937,0.21126,0.32576,-0.019765,0.050295,-0.015351
1,1,30.022,0.28349,1.7128,0.12181,0.0068346,-0.027395,-0.019395,0.041443
1,1,30.121,0.53923,1.646,-0.02239,-0.13776,0.059158,-0.1158,0.18191
1,1,30.221,0.56199,1.8341,0.11264,-0.10205,-0.30888,-0.036671,-0.015967
1,1,30.321,0.32176,1.6553,-0.0060869,0.043181,0.074612,-0.058643,-0.058072
1,1,30.421,0.24045,1.7883,-0.12943,-0.27126,0.25753,0.08384,0.25316
1,1,30.521,0.35797,1.4828,-0.23795,0.050406,0.12153,0.20239,-0.0018825
1,1,30.621,0.50336,1.8398,0.20474,0.012531,-0.085519,0.13408,0.251
1,1,30.721,0.53682,1.6532,-0.068472,-0.033838,-0.46579,0.069869,0.24505
1,1,30.822,0.41499,1.6398,-0.067268,0.33697,0.34439,-0.084259,0.071727
1,1,30.922,0.33404,1.5472,0.020723,0.1934,0.0017192,0.12113,-0.032678
1,1,31.021,0.37037,1.3711,-0.0087557,-0.13972,0.14361,0.1616,-0.030634
1,1,31.121,0.22318,1.6749,0.18552,-0.17239,0.18453,-0.10948,0.26003
1,1,31.221,0.35005,1.7732,0.17842,0.19932,-0.12142,0.14093,-0.058663
1,1,31.321,0.21242,1.8053,0.13019,0.18384,-0.44396,-0.18304,0.089672
1,1,31.422,0.65445,1.6914,0.19698,-0.047971,0.054266,0.17721,0.077335
1,1,31.522,0.27396,1.8049,-0.081258,0.01247,-0.11024,-0.17954,-0.0012431
1,1,31.622,0.29143,1.6869,-0.015059,0.0046537,0.22282,-0.20587,-0.038997
1,1,31.721,0.50967,1.8547,0.00058003,0.050612,0.12191,-0.068806,0.062016
1,1,31.822,0.21356,1.4252,-0.1945,-0.10739,0.035238,0.028709,0.20648
1,1,31.924,0.57321,1.7324,-0.043425,-0.039347,0.011137,-0.042631,-0.19398
1,1,32.021,0.37895,1.7002,0.035039,-0.079718,0.14057,-0.1647,-0.08587
1,1,32.121,0.32943,1.7862,0.052355,-0.1251,-0.11602,0.072758,-0.033888
1,1,32.221,0.54547,1.3835,-0.020953,-0.073271,0.18487,-0.082354,0.096147
1,1,32.321,0.2544,1.768,-0.15795,-0.14031,-0.29773,0.098744,-0.1202
1,1,32.421,0.57104,1.6237,-0.18672,0.26751,0.23776,-0.075647,0.15349
1,1,32.521,0.52349,1.6725,0.14941,0.15206,0.024378,0.0273,-0.046887
1,1,32.621,0.18857,1.5495,-0.084519,0.15035,0.02572,0.016505,0.08906
1,1,32.722,0.32212,1.7507,0.27469,-0.20322,-0.15705,0.303,-0.018461
1,1,32.821,0.31042,1.8081,0.26394,-0.11862,0.011955,0.15723,0.29204
1,1,32.922,0.50146,1.6728,0.027665,-0.096531,-0.018328,0.1304,-0.25457
1,1,33.021,0.45305,1.7932,-0.19413,0.10586,-0.044716,-0.040479,0.1071
1,1,33.121,0.22714,1.4641,-0.0085971,0.091368,0.018276,-0.070047,0.042833
1,1,33.221,0.069633,1.5426,-0.0029647,-0.24782,-0.21258,0.41086,0.25544
1,1,33.321,0.16273,1.4284,-0.056843,0.003469,0.21403,-0.38838,0.13672
1,1,33.421,0.13697,1.6368,0.078139,-0.33661,0.17036,-0.23168,-0.052391
1,1,33.521,0.62539,1.7328,-0.034689,0.1708,0.13834,0.11465,-0.075883
1,1,33.621,0.3822,1.5963,-0.20722,-0.17857,-0.11467,0.074084,-0.0028471
1,1,33.722,0.13791,1.626,-0.18016,0.16009,0.23776,0.16565,-0.13917
