header.seq,header.frame_id,inputTime,pose.position.x,pose.position.y,pose.position.z,pose.orientation.w,pose.orientation.x,pose.orientation.y,pose.orientation.z
562,1,9.35,6.45669727335029e-05,6.21147498735187e-07,1.0104782912,-5.22499351016278e-08,-1,-1.05883601223629e-07,-5.43181916472812e-06
563,1,9.3666666667,6.43998945521200e-05,6.19537613330919e-07,1.0104023154,-5.03677554836425e-08,-1,-1.06251994725558e-07,-5.23616769900691e-06
564,1,9.3833333333,6.42041921581635e-05,6.17652382801033e-07,1.010334494,-4.85211882502016e-08,-1,-1.06604732437472e-07,-5.04421902545174e-06
565,1,9.4,6.39809172915543e-05,6.15501925098007e-07,1.0102745813,-4.67100247459052e-08,-1,-1.06941863944622e-07,-4.85595138984714e-06
566,1,9.4166666667,6.37311013659477e-05,6.13096162677582e-07,1.0102223338,-4.49340447485851e-08,-1,-1.07263451479108e-07,-4.67134184063376e-06
567,1,9.4333333333,6.34557556005626e-05,6.10444823763747e-07,1.0101775099,-4.31930170112542e-08,-1,-1.07569569443107e-07,-4.49036628129764e-06
568,1,9.45,6.31558711583960e-05,6.07557443675242e-07,1.0101398707,-4.14866997377929e-08,-1,-1.07860303938602e-07,-4.31299952149928e-06
569,1,9.4666666667,6.28324192905164e-05,6.04443366210667e-07,1.0101091794,-3.98148410863484e-08,-1,-1.08135752304078e-07,-4.13921532696836e-06
570,1,9.4833333333,6.24863514861409e-05,6.01111745089262e-07,1.0100852021,-3.81771796418086e-08,-1,-1.08396022651408e-07,-3.96898646818251e-06
571,1,9.5,6.21185996282071e-05,5.97571545444570e-07,1.0100677074,-3.65734448136511e-08,-1,-1.08641233405755e-07,-3.80228476784911e-06
572,1,9.5166666667,6.17300761541583e-05,5.93831545368531e-07,1.0100564667,-3.50033573219431e-08,-1,-1.08871512854441e-07,-3.63908114721349e-06
573,1,9.5333333333,6.13216742216699e-05,5.89900337503208e-07,1.0100512544,-3.34666296717968e-08,-1,-1.09086998701496e-07,-3.47934567122167e-06
574,1,9.55,6.08942678790510e-05,5.85786330677412e-07,1.0100518478,-3.19629665249553e-08,-1,-1.09287837626766e-07,-3.32304759254981e-06
575,1,9.5666666667,6.04487122400640e-05,5.81497751585966e-07,1.0100580273,-3.04920651004345e-08,-1,-1.09474184849452e-07,-3.17015539452084e-06
576,1,9.5833333333,5.99858436629104e-05,5.77042646509264e-07,1.0100695765,-2.90536156103770e-08,-1,-1.09646203699685e-07,-3.02063683293407e-06
577,1,9.6,5.95064799331388e-05,5.72428883070633e-07,1.0100862821,-2.76473016512540e-08,-1,-1.09804065198907e-07,-2.87445897682273e-06
578,1,9.6166666667,5.90114204502411e-05,5.67664152029196e-07,1.0101079342,-2.62728005981102e-08,-1,-1.09947947641638e-07,-2.73158824815882e-06
579,1,9.6333333333,5.85014464177029e-05,5.62755969105998e-07,1.0101343262,-2.49297839590056e-08,-1,-1.10078036187130e-07,-2.59199046053349e-06
580,1,9.65,5.79773210362892e-05,5.57711676841315e-07,1.0101652549,-2.36179176998031e-08,-1,-1.10194522460265e-07,-2.45563085681949e-06
581,1,9.6666666667,5.74397897003454e-05,5.52538446481229e-07,1.0102005208,-2.23368626615647e-08,-1,-1.10297604154901e-07,-2.32247414584040e-06
582,1,9.6833333333,5.68895801969056e-05,5.47243279891173e-07,1.0102399275,-2.10862748825436e-08,-1,-1.10387484648155e-07,-2.19248453806920e-06
583,1,9.7,5.63274029074024e-05,5.41833011494573e-07,1.0102832826,-1.98658058887729e-08,-1,-1.10464372621916e-07,-2.06562578036312e-06
584,1,9.7166666667,5.57539510117826e-05,5.36314310234860e-07,1.0103303969,-1.86751030697515e-08,-1,-1.10528481688555e-07,-1.94186118976051e-06
585,1,9.7333333333,5.51699006948349e-05,5.30693681558816e-07,1.0103810852,-1.75138099988696e-08,-1,-1.10580030029123e-07,-1.82115368635937e-06
586,1,9.75,5.45759113545443e-05,5.24977469419407e-07,1.0104351657,-1.63815667197988e-08,-1,-1.10619240036587e-07,-1.70346582528843e-06
587,1,9.7666666667,5.39726258122937e-05,5.19171858296479e-07,1.0104924603,-1.52780100429543e-08,-1,-1.10646337966319e-07,-1.58875982779202e-06
588,1,9.7833333333,5.33606705247369e-05,5.13282875233643e-07,1.0105527949,-1.42027738736117e-08,-1,-1.10661553600205e-07,-1.47699761144307e-06
589,1,9.8,5.27406557971744e-05,5.07316391889565e-07,1.0106159988,-1.31554894314516e-08,-1,-1.10665119911148e-07,-1.36814081949524e-06
590,1,9.8166666667,5.21131759982681e-05,5.01278126602354e-07,1.0106819051,-1.21357855697151e-08,-1,-1.10657272739855e-07,-1.26215084940436e-06
591,1,9.8333333333,5.14788097759360e-05,4.95173646465327e-07,1.0107503507,-1.11432890475033e-08,-1,-1.10638250481114e-07,-1.15898888052539e-06
592,1,9.85,5.08381202742738e-05,4.89008369412657e-07,1.0108211764,-1.01776247349502e-08,-1,-1.10608293775412e-07,-1.05861590099679e-06
593,1,9.8666666667,5.01916553513543e-05,4.82787566313683e-07,1.0108942265,-9.23841594229551e-09,-1,-1.10567645209505e-07,-9.60992733837249e-07
594,1,9.8833333333,4.95399477977615e-05,4.76516363074191e-07,1.0109693493,-8.32528460548597e-09,-1,-1.10516549024729e-07,-8.66080062263266e-07
595,1,9.9,4.88835155557198e-05,4.70199742743555e-07,1.0110463965,-7.43785153609167e-09,-1,-1.10455250837788e-07,-7.73838454243167e-07
596,1,9.9166666667,4.82228619386846e-05,4.63842547626389e-07,1.011125224,-6.57573666984968e-09,-1,-1.10383997365137e-07,-6.84228386305337e-07
597,1,9.9333333333,4.75584758512643e-05,4.57449481397415e-07,1.011205691,-5.73855924188448e-09,-1,-1.10303036156256e-07,-5.97210266612575e-07
598,1,9.95,4.68908320093476e-05,4.51025111218473e-07,1.0112876607,-4.92593807214387e-09,-1,-1.10212615337333e-07,-5.12744457313337e-07
599,1,9.9666666667,4.62203911603167e-05,4.44573869856271e-07,1.011371,-4.13749172854847e-09,-1,-1.10112983361928e-07,-4.30791296186571e-07
600,1,9.9833333333,4.55476003032283e-05,4.38100057799896e-07,1.0114555794,-3.37283872183980e-09,-1,-1.10004388768897e-07,-3.51311117598610e-07
601,1,10,4.48728929088490e-05,4.31607845377059e-07,1.0115412729,-2.63159771842498e-09,-1,-1.09887079951554e-07,-2.74264272779815e-07
602,1,10.0166666667,4.41966891394391e-05,4.25101274867947e-07,1.0116279585,-1.91338774169347e-09,-1,-1.09761304931990e-07,-1.99611149432149e-07
603,1,10.0333333333,4.38901959226433e-05,4.18594085648819e-07,1.0117210176,2.02742379789837e-08,-0.9999996697,-1.56397959534997e-07,0.0008127922
604,1,10.05,4.91228183330135e-05,4.12164979465476e-07,1.0118275744,-3.21204544277463e-08,-0.9999919845,-2.68876203553808e-07,0.0040038768
605,1,10.0666666667,7.75847733145997e-05,4.05552998128344e-07,1.0119458631,-1.15727393080809e-07,-0.9999490154,-4.23720915988796e-07,0.0100978522
606,1,10.0833333333,0.0001624621,3.98382938868486e-07,1.0120783194,-8.95944579915860e-08,-0.9998287721,-7.27168496351080e-07,0.0185047698
607,1,10.1,0.0003500459,3.90822499660204e-07,1.01223809,-1.54639548098839e-08,-0.999593119,-1.29831557504619e-06,0.0285236113
608,1,10.1166666667,0.0006961827,3.83377890479726e-07,1.0124397376,2.54696605646099e-08,-0.9992187872,-2.13482900934300e-06,0.039519809
609,1,10.1333333333,0.0012628752,3.76514491261112e-07,1.0126968872,-3.25115299670789e-08,-0.998701438,-3.18027865648911e-06,0.0509454386
610,1,10.15,0.002115159,3.70329722770090e-07,1.0130205356,-2.26252162895533e-07,-0.9980549484,-4.35694397732123e-06,0.0623403553
611,1,10.1666666667,0.0033183177,3.64349507182521e-07,1.0134180401,-5.62446895702066e-07,-0.9973077092,-5.58548626743817e-06,0.0733303014
612,1,10.1833333333,0.0049355034,3.57462659676512e-07,1.0138927287,-1.02282823460107e-06,-0.9964974459,-6.79507056989015e-06,0.083623204
613,1,10.2,0.0070258153,3.47975397776470e-07,1.0144440138,-1.57219927782844e-06,-0.9956657805,-7.92767399054220e-06,0.0930035133
614,1,10.2166666667,0.0096428611,3.33751616267869e-07,1.0150678651,-2.16685046988166e-06,-0.9948534106,-8.93903769809948e-06,0.101324683
615,1,10.2333333333,0.0128337884,3.12399814308621e-07,1.0157574955,-2.76188417110892e-06,-0.994096424,-9.79785998392677e-06,0.1085002291
616,1,10.25,0.0166387403,2.81471005254941e-07,1.0165041343,-3.31672545641528e-06,-0.9934239396,-1.04842055868028e-05,0.1144940006
617,1,10.2666666667,0.0210906714,2.38640091509580e-07,1.0172977872,-3.79863221222556e-06,-0.9928570106,-1.09876832056249e-05,0.1193103363
618,1,10.2833333333,0.0262154463,1.81853039241333e-07,1.0181279186,-4.18436444818505e-06,-0.9924085665,-1.13056719716202e-05,0.1229847026
619,1,10.3,0.0320321469,1.09431534379389e-07,1.0189840163,-4.46036760697887e-06,-0.9920840976,-1.14417167819161e-05,0.1255752493
620,1,10.3166666667,0.0385535195,2.01343284361512e-08,1.0198560282,-4.62190149066911e-06,-0.9918827891,-1.14041261049016e-05,0.127155545
621,1,10.3333333333,0.0457865063,-8.68203287782900e-08,1.0207346714,-4.67153785829226e-06,-0.9917988528,-1.12047661202660e-05,0.1278085894
622,1,10.35,0.0537328165,-2.11763859191034e-07,1.0216116285,-4.61738704360579e-06,-0.9918228704,-1.08580315180743e-05,0.1276220736
623,1,10.3666666667,0.0623895052,-3.54609774654154e-07,1.0224796501,-4.47132502990676e-06,-0.9919430265,-1.03799723819574e-05,0.1266847742
624,1,10.3833333333,0.0717495381,-5.14901272512342e-07,1.023332583,-4.24739943472714e-06,-0.9921461648,-9.78756014489337e-06,0.1250839224
625,1,10.4,0.0818023282,-6.91867020504184e-07,1.0241653426,-3.96051061890602e-06,-0.9924186418,-9.09807939394656e-06,0.1229033738
626,1,10.4166666667,0.0925342354,-8.84479589430992e-07,1.0249738481,-3.62540024022671e-06,-0.9927469828,-8.32863467084416e-06,0.1202224107
627,1,10.4333333333,0.1039290271,-1.09151249094681e-06,1.0257549317,-3.25593580264368e-06,-0.9931183568,-7.49576221215305e-06,0.117115026
628,1,10.45,0.1159682966,-1.31159313697220e-06,1.0265062363,-2.86465407169724e-06,-0.9935208989,-6.61513630599052e-06,0.1136495636
629,1,10.4666666667,0.1286318419,-1.54325016089042e-06,1.0272261065,-2.46251471319612e-06,-0.9939439083,-5.70135926343151e-06,0.1098886121
630,1,10.4833333333,0.1418980063,-1.78495440153624e-06,1.0279134815,-2.05881382287321e-06,-0.9943779484,-4.76782343418925e-06,0.1058890726
631,1,10.5,0.1557439831,-2.03515346410285e-06,1.0285677937,-1.66121127970215e-06,-0.994814874,-3.82663353870654e-06,0.1017023419
632,1,10.5166666667,0.1701460865,-2.29230017440570e-06,1.0291888744,-1.27583307705467e-06,-0.9952478052,-2.88857793783869e-06,0.0973745664
633,1,10.5333333333,0.1850799932,-2.55487547900238e-06,1.02977687,-9.07417896126235e-07,-0.9956710636,-1.96313826790377e-06,0.0929469367
634,1,10.55,0.2005209549,-2.82140645689037e-06,1.0303321685,-5.59484923383777e-07,-0.9960800851,-1.05852800746574e-06,0.0884560011
635,1,10.5666666667,0.2164439862,-3.09048013662569e-06,1.030855336,-2.34506626835675e-07,-0.9964713172,-1.81751865215628e-07,0.0839339857
636,1,10.5833333333,0.2328240284,-3.36075378606543e-06,1.0313470636,6.59243458601997e-08,-0.9968421105,6.61320748649875e-07,0.0794091101
637,1,10.6,0.2496360923,-3.63096228346852e-06,1.0318081243,3.40940789745568e-07,-0.9971906071,1.46587358619140e-06,0.074905895
638,1,10.6166666667,0.2668553818,-3.89992310479222e-06,1.0322393373,5.90262643941223e-07,-0.9975156326,2.22805698363611e-06,0.0704454588
639,1,10.6333333333,0.284457399,-4.16653938378199e-06,1.0326415411,8.14076163674448e-07,-0.9978165924,2.94490002957439e-06,0.0660458011
640,1,10.65,0.3024180337,-4.42980142588030e-06,1.0330155726,1.01293050683985e-06,-0.9980933752,3.61422380591287e-06,0.0617220736
641,1,10.6666666667,0.3207136383,-4.68878698811338e-06,1.0333622526,1.18765076838456e-06,-0.9983462643,4.23455733467577e-06,0.0574868379
642,1,10.6833333333,0.3393210886,-4.94266057692805e-06,1.0336823751,1.33926597603144e-06,-0.9985758581,4.80505732269709e-06,0.0533503104
643,1,10.7,0.3582178334,-5.19067196504426e-06,1.0339767013,1.46895031296775e-06,-0.9987829989,5.32543238631980e-06,0.0493205956
644,1,10.7166666667,0.3773819323,-5.43215408650686e-06,1.0342459567,1.57797576711898e-06,-0.9989687108,5.79587213662477e-06,0.0454039065
645,1,10.7333333333,0.3967920851,-5.66652043551337e-06,1.0344908301,1.66767445917867e-06,-0.9991341465,6.21698129029078e-06,0.0416047736
646,1,10.75,0.4164276513,-5.89326206826496e-06,1.034711975,1.73940902504193e-06,-0.9992805412,6.58971882228982e-06,0.0379262421
647,1,10.7666666667,0.436268663,-6.11194428694702e-06,1.0349100119,1.79454959111511e-06,-0.999409175,6.91534207739319e-06,0.0343700575
648,1,10.7833333333,0.4562958302,-6.32220306991898e-06,1.0350855317,1.83445606071909e-06,-0.9995213414,7.19535569418972e-06,0.0309368383
649,1,10.8,0.4764905418,-6.52374130127438e-06,1.0352390995,1.86046461287547e-06,-0.9996183226,7.43146515712952e-06,0.0276262384
650,1,10.8166666667,0.4968348603,-6.71632484521698e-06,1.0353712589,1.87387749108861e-06,-0.9997013695,7.62553477075380e-06,0.0244370962
651,1,10.8333333333,0.5173115134,-6.89977850539502e-06,1.0354825356,1.87595532426407e-06,-0.9997716873,7.77954983971755e-06,0.0213675725
652,1,10.85,0.5379038817,-7.07398190576960e-06,1.0355734415,1.86791137034725e-06,-0.9998304244,7.89558283409408e-06,0.0184152758
653,1,10.8666666667,0.5585959839,-7.23886532720271e-06,1.0356444783,1.85090720438893e-06,-0.9998786653,7.97576331894173e-06,0.0155773765
654,1,10.8833333333,0.5793724602,-7.39440553228270e-06,1.0356961407,1.82604948660732e-06,-0.9999174262,8.02225142827901e-06,0.0128507089
655,1,10.9,0.6002185533,-7.54062160959818e-06,1.0357289192,1.79438754111496e-06,-0.9999476531,8.03721466543850e-06,0.0102318623
656,1,10.9166666667,0.6211200893,-7.67757086745619e-06,1.0357433023,1.75691155409167e-06,-0.9999702215,8.02280781377602e-06,0.0077172607
657,1,10.9333333333,0.6420634568,-7.80534480572458e-06,1.0357397786,1.71455126340431e-06,-0.9999859377,7.98115574361585e-06,0.0053032327
658,1,10.95,0.6630355869,-7.92406519292916e-06,1.0357188382,1.66817505926118e-06,-0.9999955416,7.91433890331774e-06,0.0029860709
659,1,10.9666666667,0.684023932,-8.03388027388468e-06,1.0356809739,1.61858945092672e-06,-0.9999997096,7.82438128455791e-06,0.0007620825
660,1,10.9833333333,0.7050164455,-8.13496113095765e-06,1.0356266816,1.56653887900720e-06,-0.9999990583,7.71324065457390e-06,-0.0013723693
661,1,11,0.7260015617,-8.22749821955835e-06,1.0355564612,1.51270586807287e-06,-0.9999941489,7.58280085149619e-06,-0.0034208308
662,1,11.0166666667,0.7469681764,-8.31169809567707e-06,1.0354708162,1.45771152221812e-06,-0.9999854914,7.43486594310070e-06,-0.005386732
663,1,11.0333333333,0.7679056283,-8.38778035027341e-06,1.035370254,1.40211636763997e-06,-0.9999735487,7.27115605451985e-06,-0.0072733658
664,1,11.05,0.7888036808,-8.45597476216943e-06,1.0352552855,1.34642154462030e-06,-0.9999587407,7.09330467677656e-06,-0.0090838737
665,1,11.0666666667,0.8096525052,-8.51651867786284e-06,1.0351264243,1.29107034638333e-06,-0.9999414487,6.90285727537344e-06,-0.0108212369
666,1,11.0833333333,0.8304426643,-8.56965462344206e-06,1.0349841867,1.23645009528393e-06,-0.9999220185,6.70127102655225e-06,-0.0124882707
667,1,11.1,0.8511650979,-8.61562815062566e-06,1.0348290903,1.18289433896029e-06,-0.9999007645,6.48991551821849e-06,-0.0140876234
668,1,11.1166666667,0.871811108,-8.65468591593623e-06,1.0346616538,1.13068534225773e-06,-0.9998779725,6.27007426268659e-06,-0.0156217787
669,1,11.1333333333,0.8923723457,-8.68707398920677e-06,1.0344823958,1.08005684382099e-06,-0.999853903,6.04294687922601e-06,-0.0170930591
670,1,11.15,0.9128407991,-8.71303638505890e-06,1.0342918344,1.03119704002744e-06,-0.9998287931,5.80965181567338e-06,-0.0185036329
671,1,11.1666666667,0.9332087814,-8.73281380872358e-06,1.0340904859,9.84251755108055e-07,-0.9998028597,5.57122948999921e-06,-0.0198555223
672,1,11.1833333333,0.9534689208,-8.74664260562266e-06,1.0338788641,9.39327753116124e-07,-0.9997763008,5.32864574446333e-06,-0.0211506117
673,1,11.2,0.9736141497,-8.75475390250856e-06,1.0336574798,8.96496145544585e-07,-0.9997492978,5.08279551664656e-06,-0.0223906583
674,1,11.2166666667,0.9936376963,-8.75737292667710e-06,1.0334268395,8.55795848666716e-07,-0.9997220168,4.83450664313017e-06,-0.0235773018
675,1,11.2333333333,1.0135330758,-8.75471848881889e-06,1.0331874454,8.17237045842265e-07,-0.99969461,4.58454372272566e-06,-0.0247120752
676,1,11.25,1.033294082,-8.74700261444631e-06,1.032939794,7.80804611991541e-07,-0.9996672171,4.33361197677579e-06,-0.0257964147
677,1,11.2666666667,1.0529147804,-8.73443030850869e-06,1.0326843757,7.46461460894471e-07,-0.9996399659,4.08236105411027e-06,-0.0268316701
678,1,11.2833333333,1.0723895007,-8.71719943776233e-06,1.0324216746,7.14151780096438e-07,-0.9996129735,3.83138873764758e-06,-0.0278191145
679,1,11.3,1.0917128306,-8.69550071566711e-06,1.0321521672,6.83804122123858e-07,-0.999586347,3.58124451824209e-06,-0.0287599531
680,1,11.3166666667,1.1108796094,-8.66951777500816e-06,1.0318763226,6.55334325963333e-07,-0.9995601839,3.33243300929551e-06,-0.029655332
681,1,11.3333333333,1.1298849221,-8.63942731405654e-06,1.0315946019,6.28648247912798e-07,-0.9995345731,3.08541718274270e-06,-0.0305063459
682,1,11.35,1.1487240935,-8.60539930285291e-06,1.0313074575,6.03644285281733e-07,-0.999509595,2.84062141328000e-06,-0.0313140455
683,1,11.3666666667,1.1673926833,-8.56759723709386e-06,1.031015333,5.80215681596613e-07,-0.9994853222,2.59843432321366e-06,-0.0320794433
684,1,11.3833333333,1.1858864804,-8.52617842808898e-06,1.030718663,5.58252606796102e-07,-0.9994618197,2.35921142503875e-06,-0.0328035201
685,1,11.4,1.2042014982,-8.48129431830822e-06,1.0304178724,5.37644009828294e-07,-0.9994391454,2.12327756283186e-06,-0.0334872296
686,1,11.4166666667,1.2223339693,-8.43309081312739e-06,1.0301133769,5.18279244843617e-07,-0.9994173505,1.89092915682972e-06,-0.0341315025
687,1,11.4333333333,1.2402803411,-8.38170862048165e-06,1.0298055819,5.00049476130148e-07,-0.9993964796,1.66243625826447e-06,-0.0347372507
688,1,11.45,1.2580372704,-8.32728359122793e-06,1.0294948831,4.82848869167823e-07,-0.9993765711,1.43804442352771e-06,-0.0353053701
689,1,11.4666666667,1.2756016197,-8.26994705408248e-06,1.0291816659,4.66575578234244e-07,-0.9993576576,1.21797641832083e-06,-0.0358367432
690,1,11.4833333333,1.2929704518,-8.20982614002066e-06,1.0288663056,4.51132542850364e-07,-0.9993397662,1.00243376349434e-06,-0.0363322413
691,1,11.5,1.3101410254,-8.14704409199086e-06,1.028549167,4.36428106273612e-07,-0.9993229184,7.91598134899249e-07,-0.0367927257
692,1,11.5166666667,1.327110791,-8.08172055669519e-06,1.0282306046,4.22376471496154e-07,-0.9993071311,5.85632629928554e-07,-0.0372190496
693,1,11.5333333333,1.3438773858,-8.01397185601484e-06,1.0279109623,4.08898010062489e-07,-0.9992924162,3.84682913374259e-07,-0.0376120585
694,1,11.55,1.3604386298,-7.94391123640590e-06,1.0275905737,3.95919439015040e-07,-0.9992787811,1.88878254959894e-07,-0.0379725908
695,1,11.5666666667,1.376792521,-7.87164909526076e-06,1.0272697619,3.83373882500924e-07,-0.9992662292,-1.66752949767832e-09,-0.0383014783
696,1,11.5833333333,1.3929372309,-7.79729318381545e-06,1.0269488394,3.71200832981328e-07,-0.9992547598,-1.86855222013028e-07,-0.0385995464
697,1,11.6,1.4088711008,-7.72094878669034e-06,1.0266281082,3.59346027331412e-07,-0.9992443688,-3.66599420833188e-07,-0.0388676138
698,1,11.6166666667,1.4245926364,-7.64271887857953e-06,1.0263078601,3.47761252276443e-07,-0.9992350486,-5.40827823529242e-07,-0.0391064924
699,1,11.6333333333,1.4401005043,-7.56270425895693e-06,1.0259883761,3.36404091929000e-07,-0.9992267883,-7.09480565894097e-07,-0.0393169873
700,1,11.65,1.4553935274,-7.48100366595284e-06,1.0256699273,3.25237630455355e-07,-0.9992195746,-8.72509608563499e-07,-0.0394998959
701,1,11.6666666667,1.4704706803,-7.39771387077247e-06,1.0253527743,3.14230121078614e-07,-0.9992133911,-1.02987816419746e-06,-0.0396560082
702,1,11.6833333333,1.4853310855,-7.31292975418775e-06,1.0250371673,3.03354631378477e-07,-0.9992082194,-1.18156015892561e-06,-0.0397861055
703,1,11.7,1.4999740092,-7.22674436674099e-06,1.0247233468,2.92588674222119e-07,-0.9992040388,-1.32753972257673e-06,-0.0398909608
704,1,11.7166666667,1.5143988565,-7.13924897435826e-06,1.0244115429,2.81913832362640e-07,-0.9992008267,-1.46781070298131e-06,-0.0399713377
705,1,11.7333333333,1.5286051679,-7.05053309108829e-06,1.0241019759,2.71315383099004e-07,-0.9991985588,-1.60237620039731e-06,-0.0400279903
706,1,11.75,1.542592615,-6.96068450066756e-06,1.0237948564,2.60781929321403e-07,-0.9991972094,-1.73124811874460e-06,-0.0400616626
707,1,11.7666666667,1.5563609962,-6.86978926856531e-06,1.0234903851,2.50305041541293e-07,-0.9991967512,-1.85444673097007e-06,-0.0400730884
708,1,11.7833333333,1.5699102332,-6.77793174609228e-06,1.0231887531,2.39878914518835e-07,-0.9991971561,-1.97200025640574e-06,-0.0400629905
709,1,11.8,1.5832403665,-6.68519456806892e-06,1.0228901422,2.29500041858579e-07,-0.999198395,-2.08394444844525e-06,-0.0400320808
710,1,11.8166666667,1.5963515517,-6.59165864544528e-06,1.0225947248,2.19166910513471e-07,-0.9992004378,-2.19032219131128e-06,-0.0399810596
711,1,11.8333333333,1.609244056,-6.49740315415175e-06,1.022302664,2.08879716786872e-07,-0.999203254,-2.29118310502835e-06,-0.0399106158
712,1,11.85,1.6219182538,-6.40250552134035e-06,1.022014114,1.98640104775843e-07,-0.9992068124,-2.38658315802582e-06,-0.0398214264
713,1,11.8666666667,1.6343746235,-6.30704141005356e-06,1.0217292201,1.88450927454366e-07,-0.9992110817,-2.47658428705387e-06,-0.0397141565
714,1,11.8833333333,1.6466137434,-6.21108470323505e-06,1.0214481187,1.78316030528053e-07,-0.9992160301,-2.56125402428414e-06,-0.039589459
715,1,11.9,1.6586362885,-6.11470748787540e-06,1.0211709379,1.68240058563668e-07,-0.9992216257,-2.64066513163773e-06,-0.0394479747
716,1,11.9166666667,1.6704430267,-6.01798003996857e-06,1.0208977972,1.58228282441487e-07,-0.9992278368,-2.71489524251395e-06,-0.0392903321
717,1,11.9333333333,1.6820348154,-5.92097081084399e-06,1.0206288079,1.48286447086604e-07,-0.9992346315,-2.78402651118014e-06,-0.0391171477
718,1,11.95,1.6934125982,-5.82374641533509e-06,1.0203640733,1.38420638713498e-07,-0.9992419782,-2.84814527010821e-06,-0.0389290253
719,1,11.9666666667,1.7045774011,-5.72637162214698e-06,1.0201036887,1.28637169784404e-07,-0.9992498455,-2.90734169562648e-06,-0.0387265569
720,1,11.9833333333,1.71553033,-5.62890934669775e-06,1.0198477418,1.18942480310637e-07,-0.9992582024,-2.96170948225326e-06,-0.0385103222
721,1,12,1.7262725667,-5.53142064662868e-06,1.0195963127,1.09343054464348e-07,-0.9992670181,-3.01134552604079e-06,-0.0382808888
722,1,12.0166666667,1.7368053662,-5.43396472010560e-06,1.0193494742,9.98453504335662e-08,-0.9992762625,-3.05634961729526e-06,-0.0380388121
723,1,12.0333333333,1.7471300535,-5.33659890697256e-06,1.019107292,9.04557425781377e-08,-0.9992859057,-3.09682414295484e-06,-0.037784636
724,1,12.05,1.7572480206,-5.23937869276366e-06,1.0188698246,8.11804742193573e-08,-0.9992959185,-3.13287379890974e-06,-0.0375188923
725,1,12.0666666667,1.7671607234,-5.14235771553321e-06,1.018637124,7.20256196707639e-08,-0.9993062723,-3.16460531250161e-06,-0.0372421013
726,1,12.0833333333,1.776869679,-5.04558777542610e-06,1.0184092354,6.29970545811402e-08,-0.9993169391,-3.19212717536021e-06,-0.0369547715
727,1,12.1,1.7863764627,-4.94911884687849e-06,1.0181861978,5.41004331779445e-08,-0.9993278916,-3.21554938671842e-06,-0.0366574005
728,1,12.1166666667,1.7956827055,-4.85299909331361e-06,1.0179680439,4.53411713328152e-08,-0.9993391031,-3.23498320729490e-06,-0.0363504740472028
729,1,12.1333333333,1.8047900909,-4.75727488417966e-06,1.0177548002,3.67244343853664e-08,-0.9993505477,-3.25054092377822e-06,-0.0360344672302562
730,1,12.15,1.813700353,-4.66199081416309e-06,1.0175464876,2.82551292063187e-08,-0.9993622001,-3.26233562388908e-06,-0.0357098439679505
731,1,12.1666666667,1.822415273,-4.56718972440150e-06,1.0173431214,1.99378996140380e-08,-0.999374036,-3.27048098197107e-06,-0.0353770573964447
732,1,12.1833333333,1.8309366773,-4.47291272551475e-06,1.0171447113,1.17771239224836e-08,-0.9993860316,-3.27509105503786e-06,-0.0350365499779009
733,1,12.2,1.8392664352,-4.37919922227433e-06,1.0169512618,3.77691472575262e-09,-0.9993981641,-3.27628008911328e-06,-0.0346887536470525
734,1,12.2166666667,1.8474064556,-4.28608693973136e-06,1.0167627723,-4.05887954436879e-09,-0.9994104113,-3.27416233570166e-06,-0.0343340899568299
735,1,12.2333333333,1.8553586858,-4.19361195062699e-06,1.0165792374,-1.17266723899139e-08,-0.999422752,-3.26885187822574e-06,-0.0339729702226665
736,1,12.25,1.8631251083,-4.10180870391721e-06,1.0164006468,-1.92231361859378e-08,-0.9994351657,-3.26046246818246e-06,-0.0336057956652128
737,1,12.2666666667,1.8707077389,-4.01071005425141e-06,1.0162269861,-2.65451984988678e-08,-0.9994476327,-3.24910737078245e-06,-0.0332329575512796
738,1,12.2833333333,1.8781086246,-3.92034729225270e-06,1.016058236,-3.36900382974166e-08,-0.9994601341,-3.23489921982612e-06,-0.0328548373329108
739,1,12.3,1.8853298415,-3.83075017545834e-06,1.0158943736,-4.06550821369132e-08,-0.9994726518,-3.21794988153942e-06,-0.0324718067845474
740,1,12.3166666667,1.8923734925,-3.74194695978951e-06,1.0157353716,-4.74380002006388e-08,-0.9994851686,-3.19837032707673e-06,-0.032084228138304
741,1,12.3333333333,1.8992417054,-3.65396443142945e-06,1.0155811993,-5.40367024996587e-08,-0.999497668,-3.17627051340639e-06,-0.0316924542174174
742,1,12.35,1.905936631,-3.56682793899991e-06,1.0154318219,-6.04493352865231e-08,-0.9995101343,-3.15175927229398e-06,-0.0312968285679615
743,1,12.3666666667,1.9124604413,-3.48056142593672e-06,1.0152872015,-6.66742776253505e-08,-0.9995225525,-3.12494420707240e-06,-0.0308976855889495
744,1,12.3833333333,1.9188153271,-3.39518746297556e-06,1.0151472969,-7.27101382079487e-08,-0.9995349086,-3.09593159690588e-06,-0.0304953506609562
745,1,12.4,1.9250034971,-3.31072728066877e-06,1.0150120635,-7.85557520456050e-08,-0.9995471892,-3.06482630823829e-06,-0.0300901402734101
746,1,12.4166666667,1.9310271752,-3.22720080186245e-06,1.0148814541,-8.42101774882621e-08,-0.9995593816,-3.03173171314830e-06,-0.0296823621507025
