posetime,poseset,x,y,z,qx,qy,qz,qw,twistime,twistset,vx,vy,vz
1458160224.925145250,1,-0.000882905,-0.00146926,0.0039019,-0.999202,0.00407066,-0.0049489,-0.00267595,1458160224.925147876,1,-1.45638e-05,-2.4236e-05,6.43632e-05
1458160224.942141015,1,4.29262e-05,-0.000181797,0.00221244,-0.998797,0.00150985,-0.003031,-0.00234824,1458160224.942144809,1,0.00679437,0.00944479,-0.0123652
1458160224.958534449,1,-0.000927728,-0.00144627,8.58506e-05,-1.00094,0.00238313,-0.00213007,-0.0021156,1458160224.958537211,1,-0.00922274,-0.0115668,-0.0407567
1458160224.975400579,1,0.000514778,-0.000333064,0.00052591,-1.00117,-0.000477191,-0.000675969,-0.00307292,1458160224.975412432,1,0.017921,0.0106395,-0.0217323
1458160224.991908518,1,-0.000986467,0.000318796,0.00227181,-1.00062,-0.00243761,-8.84157e-05,-0.00406396,1458160224.991912985,1,-0.0111592,0.0183223,0.0123377
1458160225.009183182,1,-0.00198932,0.000484432,0.00205648,-0.999619,-0.00127184,-0.00188308,-0.00643296,1458160225.009188514,1,-0.0230408,0.0163115,0.00625447
1458160225.025503679,1,-0.00236835,0.000805392,0.0023799,-0.999696,-0.000475439,-0.00160997,-0.00376453,1458160225.025507527,1,-0.0230074,0.0169576,0.00910432
1458160225.042467452,1,-0.00494022,0.000705881,-0.000106563,-0.99942,-0.000305487,-0.000766629,-0.00349757,1458160225.042473032,1,-0.048259,0.0125708,-0.0212675
1458160225.058742656,1,-0.00225696,0.000571652,0.000284649,-0.998291,-0.00200668,-0.00188211,-0.0020764,1458160225.058745966,1,-0.0121548,0.00900278,-0.0135839
1458160225.075320856,1,-0.00134095,0.000476199,-0.00010785,-0.997488,-0.000912641,-0.00228354,-0.00163464,1458160225.075332078,1,-0.00154218,0.00667343,-0.0151901
1458160225.092019957,1,-0.00162281,0.00124057,0.000245756,-0.998514,0.000318454,-0.000675038,-0.000210092,1458160225.092023292,1,-0.0036703,0.0123326,-0.00993975
1458160225.108740389,1,-4.03746e-05,0.000951257,0.00113411,-0.998642,0.000356729,9.05835e-05,0.000467551,1458160225.108745926,1,0.00974723,0.00834075,-0.00138957
1458160225.125327077,1,-0.00127423,-0.00131361,0.000297905,-0.9977,0.000130371,0.00112502,0.00185237,1458160225.125330360,1,-0.000705098,-0.0100606,-0.00751324
1458160225.142044462,1,-0.00102892,-0.00146647,0.00126803,-0.998009,-0.000704593,0.000598018,0.0019813,1458160225.142048062,1,0.00124759,-0.0102249,0.000476515
1458160225.158757054,1,-0.000932,-0.00109112,0.000278834,-0.998365,-0.000769772,-0.000838167,0.00227836,1458160225.158760346,1,0.00189429,-0.00666133,-0.00638657
1458160225.175374690,1,-0.000463671,-0.000251116,0.000159646,-0.997697,5.05277e-05,-0.000768781,0.00186007,1458160225.175378266,1,0.00500934,-0.000335471,-0.00647792
1458160225.192016008,1,-8.17219e-05,0.000727542,0.000245607,-0.997506,9.75732e-05,-0.000774412,0.00113052,1458160225.192019467,1,0.0072221,0.00628049,-0.00517683
1458160225.208724295,1,-0.000531669,3.40332e-05,0.000819027,-0.99836,7.62175e-05,-0.0003481,-3.08184e-05,1458160225.208727769,1,0.00365947,0.00110701,-0.000723817
1458160225.225340630,1,-0.000386197,0.000525418,0.000426238,-0.998678,0.000426433,0.000452033,-0.00081127,1458160225.225344051,1,0.00435465,0.00426913,-0.00309289
1458160225.242020361,1,-0.000348334,0.000618313,-0.000291092,-0.999667,-0.000103818,0.00093908,0.000465172,1458160225.242025698,1,0.00426981,0.00452728,-0.00749159
1458160225.258857147,1,0.000170647,0.000418657,0.000547343,-0.999976,-0.000329437,0.00166148,-0.000330565,1458160225.258860638,1,0.00745202,0.0027762,-0.00104556
1458160225.275437963,1,0.00090459,0.000382508,0.000642131,-0.999546,-0.00104849,0.00159134,6.83936e-05,1458160225.275443065,1,0.0119098,0.00224707,-8.76072e-05
1458160225.292396617,1,0.00155294,0.000315036,-0.000659999,-1.00051,-0.00188755,0.0014613,0.000137783,1458160225.292402355,1,0.0154887,0.00152898,-0.00887458
1458160225.308706762,1,0.000910987,0.000354731,-0.000445785,-0.999938,-0.00186787,0.00166431,0.00056536,1458160225.308711762,1,0.0098106,0.00160266,-0.00655098
1458160225.325681367,1,0.000899123,0.000446275,-0.00147503,-1.00028,-0.00108704,0.00202755,0.000376106,1458160225.325686383,1,0.00888129,0.00203829,-0.0131016
1458160225.342128020,1,9.03332e-05,-2.91637e-05,-0.000860379,-1.00076,-0.00116824,0.00159471,0.000164786,1458160225.342132889,1,0.00237418,-0.00155194,-0.00763163
1458160225.358926721,1,-0.000576944,-0.000682042,6.40307e-05,-1.0012,-0.000437144,0.00188544,0.000517666,1458160225.358931798,1,-0.00271275,-0.00615447,-0.000317419
1458160225.375472718,1,-0.000498545,-3.39609e-05,-6.32225e-05,-1.00244,-0.000837541,0.00117638,0.00024465,1458160225.375477743,1,-0.00218866,-0.00126527,-0.000914369
1458160225.392654261,1,0.000509901,-0.000178577,-0.000614781,-1.00229,-0.000743512,0.00075678,0.000333819,1458160225.392659193,1,0.0048339,-0.00226451,-0.00445467
1458160225.408746078,1,-1.40083e-06,0.000689278,0.00020259,-1.00278,-0.00104237,0.000788223,0.00112163,1458160225.408751441,1,0.000775881,0.00386296,0.00178262
1458160225.425340184,1,0.000233807,3.59592e-05,-0.000124074,-1.00352,-0.000577827,0.000664953,0.00132629,1458160225.425345506,1,0.00216776,-0.000954489,-0.000339464
1458160225.442172630,1,7.68628e-05,-0.000344501,-0.000596714,-1.00313,-9.33338e-05,-0.000987016,0.000761497,1458160225.442177300,1,0.00078384,-0.00354847,-0.00330949
1458160225.458732270,1,0.000743593,0.000534339,-0.00127696,-1.00311,-0.000333562,-6.66422e-05,0.000445129,1458160225.458736753,1,0.00505969,0.00254864,-0.00745785
1458160225.475270379,1,6.65661e-06,0.00130132,-0.00199283,-1.00297,-0.000735063,0.000363091,0.00117336,1458160225.475273366,1,-0.000323631,0.00743998,-0.0115273
1458160225.492036597,1,1.91147e-05,0.000525726,-0.00157819,-1.00252,-0.00229655,0.000662469,-9.23123e-05,1458160225.492041151,1,-0.000381816,0.00183711,-0.00786495
1458160225.508611231,1,0.000334424,0.00056576,-0.00156027,-1.00208,-0.00283301,0.000486066,2.65486e-05,1458160225.508614319,1,0.00152711,0.00192403,-0.00703669
1458160225.525325656,1,0.000929655,0.00126108,-0.000882315,-1.00198,-0.00192896,0.000397844,0.000846991,1458160225.525330750,1,0.00507756,0.00617392,-0.00206536
1458160225.542022195,1,0.00170597,0.00186512,-0.000766885,-1.00184,-0.000460662,-0.000354706,0.000679838,1458160225.542027497,1,0.00949887,0.00953138,-0.000992126
1458160225.558879802,1,0.00154978,0.000895317,-0.000748444,-1.00179,-8.03108e-05,-0.000262212,0.000635577,1458160225.558885790,1,0.00783264,0.00291667,-0.000601574
1458160225.575539858,1,0.000512832,0.00167612,-0.00158321,-1.00164,4.32345e-05,-3.24161e-05,0.00102697,1458160225.575545722,1,0.000922131,0.00742133,-0.00543343
1458160225.592160858,1,1.13806e-05,0.00182618,-0.00178641,-1.00189,0.000428033,0.000172429,0.00211843,1458160225.592166557,1,-0.00228743,0.00782135,-0.00613926
1458160225.608870349,1,-0.000609931,0.0017133,-0.00147367,-1.00231,-0.000446359,-0.000327134,0.00232998,1458160225.608876435,1,-0.00597549,0.00663143,-0.00374505
1458160225.625648076,1,0.000703754,0.00136034,-0.00148175,-1.00258,0.000260167,-0.000394552,0.00167861,1458160225.625653122,1,0.00187282,0.00411949,-0.00338575
1458160225.642034397,1,0.000266411,0.000643801,-0.000565023,-1.00192,0.000413078,-0.000373341,0.00140333,1458160225.642039000,1,-0.000867214,-0.000319915,0.002267
1458160225.658818875,1,0.000603938,0.000571506,-0.00140604,-1.0016,2.22236e-08,-0.000471694,0.000785134,1458160225.658822448,1,0.000975257,-0.000809336,-0.00243681
1458160225.675223492,1,0.000405962,0.000320859,-0.00127982,-1.00085,7.48203e-05,-0.00157502,0.0006009,1458160225.675228182,1,-0.000300479,-0.00226408,-0.00141942
1458160225.692064202,1,0.000791952,0.00143646,-0.0010096,-1.00003,0.000171566,-0.001175,-0.000843134,1458160225.692067882,1,0.00174583,0.00395705,0.000331848
1458160225.708741029,1,0.000280668,0.00133506,-0.00119782,-1.00029,0.00027393,-0.000921399,-0.00138909,1458160225.708745939,1,-0.00125667,0.00311743,-0.000546713
1458160225.725459192,1,-0.000503224,0.00105573,-0.00093722,-1.00069,0.000798529,-0.000641211,-0.00107222,1458160225.725464464,1,-0.00555959,0.00135806,0.00106271
1458160225.742185257,1,-0.00121418,0.000883985,8.16573e-05,-1.00144,0.000844472,-0.000881938,-0.000824815,1458160225.742193686,1,-0.00921107,0.000280891,0.00666008
1458160225.759062205,1,-0.000891458,0.000428359,-0.000363668,-1.0013,0.00087807,-0.000462454,-0.00150536,1458160225.759068554,1,-0.00711401,-0.00225155,0.0040992
1458160225.775933221,1,-0.000928538,0.00135188,-0.000417178,-1.00071,0.00156275,-0.000650776,-0.00119542,1458160225.775939160,1,-0.00703034,0.00268236,0.00374846
1458160225.792655474,1,-0.000968166,0.00147469,-0.000991628,-0.999792,0.000342698,-0.00111077,-0.00106447,1458160225.792661714,1,-0.00695205,0.00312768,0.000658722
1458160225.809724081,1,-0.000211256,0.00130789,-0.000459805,-0.99966,0.000540532,-0.00150118,-0.000528455,1458160225.809730293,1,-0.00268923,0.00202957,0.00352742
1458160225.825900788,1,-7.30737e-05,0.00166324,-0.000917315,-0.999814,-0.000171176,-0.000779303,-0.000450445,1458160225.825915525,1,-0.00186745,0.00371216,0.00107729
1458160225.842368822,1,7.57916e-06,0.00142472,-0.00116307,-0.99962,-1.7177e-05,-0.0010392,-0.00092662,1458160225.842373476,1,-0.00138193,0.00222174,-0.000155517
1458160225.859113050,1,0.000746285,0.00117512,-0.000292853,-0.999947,0.00076122,-0.00133384,-0.00133137,1458160225.859120248,1,0.00249063,0.000746305,0.00444787
1458160225.875727451,1,0.000277065,0.000728523,0.000210741,-0.999814,-8.78679e-05,-0.000843173,-0.00185496,1458160225.875731918,1,-6.2618e-05,-0.00167383,0.00692744
1458160225.892390469,1,0.000560778,0.000294543,-8.21257e-05,-0.999771,-5.29537e-06,-0.00135943,-0.00162421,1458160225.892397528,1,0.00138347,-0.00390936,0.00517404
1458160225.909481761,1,0.000883323,0.000946698,0.000484583,-1.00028,-0.000348557,-0.00137048,-0.00112134,1458160225.909489194,1,0.0029606,-0.000447883,0.0079094
1458160225.926071871,1,0.000668875,0.00114811,0.000210481,-1.00034,9.14163e-05,-0.00138191,-0.00125358,1458160225.926079807,1,0.00170523,0.000544996,0.006189
1458160225.942718449,1,0.000686663,0.00101197,0.000315066,-1.00001,0.000249841,-0.00163358,-0.0013209,1458160225.942725751,1,0.00169517,-0.000236354,0.00647563
1458160225.959159676,1,5.76251e-05,0.00164066,0.00121204,-0.999269,-0.000316845,-0.00103266,-0.00148074,1458160225.959166167,1,-0.00163056,0.0029394,0.0107991
1458160225.975869222,1,-0.00050862,0.00143178,0.0022225,-0.999003,9.24492e-06,-0.000845359,-0.00238834,1458160225.975876329,1,-0.00448438,0.00168206,0.0154935
1458160225.992526342,1,-0.000443426,0.00136221,0.00188514,-0.99812,0.000393356,-0.000395679,-0.00277469,1458160225.992532614,1,-0.003971,0.00119282,0.0130543
1458160226.009344996,1,-9.58095e-05,0.000505619,0.00175872,-0.998537,-6.72424e-05,-0.000724242,-0.00272628,1458160226.009351661,1,-0.0020258,-0.00330537,0.0117794
1458160226.026279191,1,0.00108486,0.000597285,0.00212853,-0.998524,-0.000322702,-0.000809603,-0.00232831,1458160226.026293372,1,0.00410619,-0.00274382,0.0130825
1458160226.042523884,1,0.000664283,-0.000204661,0.00225881,-0.998686,0.000359546,-0.000306857,-0.00249455,1458160226.042530694,1,0.00176348,-0.00677765,0.0130832
1458160226.059001575,1,0.000670783,-0.000725027,0.001981,-0.998694,0.000176614,-0.000928019,-0.00280827,1458160226.059006237,1,0.0017074,-0.00918155,0.0109738
1458160226.075697613,1,0.000551259,-0.000305279,0.00172821,-0.999267,0.000579408,-0.000942184,-0.00303666,1458160226.075704012,1,0.00100498,-0.00664446,0.00906763
1458160226.092423764,1,-0.000410938,-0.000190891,0.00122381,-0.999356,0.00122431,-0.000842811,-0.00236024,1458160226.092428062,1,-0.0039904,-0.0057695,0.00594175
1458160226.109057779,1,-0.000605105,-0.000644259,7.02903e-05,-0.999537,0.00155384,-0.000489195,-0.00196935,1458160226.109062267,1,-0.00482387,-0.00783567,-0.00038364
1458160226.125679357,1,-0.00140378,-0.000837985,-1.9353e-05,-0.99974,0.0020654,-0.00024573,-0.00166542,1458160226.125683951,1,-0.00871475,-0.00846613,-0.000971699
1458160226.142334518,1,-0.000921384,-0.000709333,-0.00058167,-0.999929,0.00167662,-0.000709304,-0.00108816,1458160226.142338858,1,-0.00584552,-0.00740014,-0.00395352
1458160226.158958928,1,-0.0012678,-0.000602266,-0.000652345,-1.00006,0.00192883,-0.00144032,-0.000519118,1458160226.158963014,1,-0.00734649,-0.00647935,-0.00426939
1458160226.175837493,1,-0.00112725,-0.00138607,0.000522126,-1.00005,0.00244203,-0.00110146,-0.000676322,1458160226.175843611,1,-0.00626894,-0.010165,0.00183803
1458160226.192533521,1,-0.00128939,-0.00186682,0.00048101,-0.999448,0.00273963,-0.00116535,-0.00132372,1458160226.192541832,1,-0.00678336,-0.0121193,0.00143819
1458160226.208946988,1,-0.00104375,-0.00256006,0.00111833,-0.99967,0.00330465,-0.000949357,-0.00179414,1458160226.208952671,1,-0.0051701,-0.0150633,0.00454422
1458160226.225557787,1,-0.0012288,-0.00240549,0.000496453,-0.999703,0.00219849,-0.000319996,-0.00113903,1458160226.225561995,1,-0.00583264,-0.0134989,0.00104078
1458160226.242264757,1,-0.000893375,-0.00300994,0.00101831,-1.00049,0.00232374,-0.000263811,-0.000732022,1458160226.242268992,1,-0.00378362,-0.0158838,0.0035699
1458160226.258812908,1,-0.000466769,-0.00243999,0.000139647,-1.00038,0.00214979,-0.000106768,-0.0012137,1458160226.258816346,1,-0.00135125,-0.0121083,-0.00120996
1458160226.275476843,1,0.000374233,-0.00269005,-2.9069e-05,-1.00032,0.00200698,0.000500509,-0.00120514,1458160226.275482623,1,0.00310529,-0.012694,-0.00212785
1458160226.292106709,1,0.00027115,-0.00295509,7.78336e-05,-1.0006,0.00229394,0.000937607,-0.00103459,1458160226.292110470,1,0.00250836,-0.013317,-0.00158135
1458160226.308800358,1,-0.000717281,-0.00185686,0.000327036,-1.00039,0.00202209,0.00120928,-0.000793202,1458160226.308804190,1,-0.00261951,-0.00689095,-0.000320462
1458160226.325979767,1,-0.00102708,-0.000668471,0.000213221,-1.00049,0.00204773,0.000773546,-0.000653621,1458160226.325984269,1,-0.00403624,-0.000276841,-0.000975017
1458160226.342244203,1,-0.000300558,-0.000941944,-0.000331996,-1.00058,0.00137493,0.000678061,-0.000879596,1458160226.342247858,1,-6.35315e-05,-0.00146747,-0.00381198
1458160226.358704459,1,-0.000745918,-0.000830205,-0.000893878,-1.00106,0.00124036,0.000407304,-0.000199244,1458160226.358708061,1,-0.00228465,-0.000634456,-0.00660166
1458160226.375418574,1,-0.000219544,0.000194198,-0.00117995,-1.00057,0.001296,0.000594909,-0.000312135,1458160226.375422222,1,0.00058223,0.00484275,-0.00783892
1458160226.392427189,1,-0.000119177,-1.3622e-05,-0.00157506,-1.00095,0.00110065,0.000918153,-0.000624634,1458160226.392432093,1,0.00113374,0.00373916,-0.00956595
1458160226.409263722,1,0.000576019,0.000832039,-0.00173039,-1.00082,0.00069404,0.000260526,-0.00137789,1458160226.409267101,1,0.00471007,0.00807716,-0.00996881
1458160226.425434569,1,-0.000346973,0.00119417,-0.00203719,-1.0007,0.000984412,0.000132237,-0.00175434,1458160226.425438082,1,-0.000184062,0.00972482,-0.0111137
1458160226.442597710,1,-0.0003854,0.00117196,-0.00130572,-1.0003,0.00152125,0.000251083,-0.000247467,1458160226.442603257,1,-0.000329211,0.00930585,-0.0068613
1458160226.459186324,1,-0.000883587,0.000959932,-0.00107473,-0.999932,0.00150011,0.000384697,-0.000403584,1458160226.459190332,1,-0.00282797,0.00790851,-0.00534786
1458160226.475339968,1,0.000549445,0.0016994,-0.000851819,-1.00056,0.000720836,0.000397925,0.00040494,1458160226.475343452,1,0.00469057,0.011436,-0.00393461
1458160226.492006581,1,0.000909224,0.00192286,-0.00115887,-0.999914,0.000561352,-0.000414977,0.000224176,1458160226.492009928,1,0.00636955,0.0121397,-0.00529433
1458160226.509127534,1,0.00149021,0.00150444,-0.000925136,-0.999651,0.000357951,-0.000509834,0.000760969,1458160226.509131110,1,0.00909786,0.00949808,-0.00381482
1458160226.525856199,1,0.000901211,0.0015847,-0.000685843,-1.00011,-0.000943613,-0.000109924,0.00050736,1458160226.525861250,1,0.00569026,0.00950771,-0.00236512
1458160226.542560708,1,0.000626062,0.00106897,-0.00104078,-1.00055,-0.00110162,0.000809696,0.000214821,1458160226.542565434,1,0.00402975,0.00644527,-0.00402374
1458160226.558996337,1,0.000460393,0.00106155,-0.00147982,-1.00069,-0.000818665,0.00109535,0.000430358,1458160226.559000757,1,0.00299475,0.00610914,-0.00603698
1458160226.575559650,1,0.000934239,0.00168405,-0.00221997,-1.00088,-0.000517376,0.000295613,0.0005337,1458160226.575564013,1,0.00527852,0.00900779,-0.00950033
1458160226.592312093,1,0.000735691,0.00179242,-0.00160674,-1.00035,-0.00148511,0.000455394,0.000869283,1458160226.592316068,1,0.00400718,0.00912901,-0.00586036
1458160226.608970796,1,0.000998966,0.00129286,-0.00190161,-0.999842,-0.00156521,0.000887932,0.000621497,1458160226.608975284,1,0.00515235,0.00611549,-0.00702632
1458160226.625625712,1,-2.5067e-05,0.00133633,-0.00168124,-0.999745,-0.0011291,0.00106318,0.000875446,1458160226.625629601,1,-0.000357709,0.0060069,-0.00549288
1458160226.642628957,1,-0.000188755,0.000892065,-0.00145692,-0.999284,-0.00138662,0.000532507,0.000526178,1458160226.642633862,1,-0.00121894,0.00339466,-0.00399897
1458160226.659092389,1,-0.000554231,0.00172534,-0.00124262,-0.999283,-0.00101109,0.000232691,0.000898601,1458160226.659097217,1,-0.00307362,0.00744044,-0.00261881
1458160226.675464152,1,-0.00123445,0.00073822,-0.00137667,-0.998727,-0.00144791,0.000363285,0.0011616,1458160226.675467656,1,-0.00645448,0.00197092,-0.00308241
1458160226.692353991,1,-0.000900258,0.000347557,-0.00130738,-0.998271,-0.000931399,0.000922776,0.00122827,1458160226.692358487,1,-0.00447882,-0.000205118,-0.00248394
1458160226.709028711,1,-0.000693895,0.00064288,-0.00127739,-0.998996,-0.000239242,0.000794295,0.000662521,1458160226.709032972,1,-0.00323408,0.00123207,-0.0021124
1458160226.725636984,1,-0.000615914,0.000183027,-0.000487769,-0.998703,0.000128274,0.000703446,-0.000134221,1458160226.725640669,1,-0.00269482,-0.00126152,0.00213547
1458160226.742693091,1,-0.00116899,0.000143748,-0.000909495,-0.998652,1.41539e-05,0.00114663,-0.000387904,1458160226.742698523,1,-0.00540804,-0.00148666,-1.61171e-05
1458160226.759211921,1,-0.000546108,0.000399223,-0.000860418,-0.998873,-2.72224e-05,0.00155169,-0.000290132,1458160226.759217029,1,-0.0019682,-0.000185376,0.000333445
1458160226.775932265,1,-0.000327943,0.000909651,-0.000231025,-0.998601,-0.000335043,0.00155915,-0.000962437,1458160226.775937637,1,-0.000747476,0.00237011,0.00363762
1458160226.792510439,1,-0.000424041,0.000375366,5.10763e-05,-0.998945,-0.000522416,0.000867231,-0.000640006,1458160226.792515417,1,-0.00118934,-0.000540115,0.00500933
1458160226.809125043,1,-0.000363829,0.000230327,-0.000383156,-0.999311,-0.000204397,0.00051885,0.000160541,1458160226.809129965,1,-0.000809818,-0.00132627,0.00263829
1458160226.825836195,1,-0.000438179,-4.14833e-05,7.88373e-05,-0.99914,-0.000156997,0.000722852,-5.97364e-05,1458160226.825841341,1,-0.00113555,-0.00272329,0.00495475
1458160226.842508673,1,-0.00118731,-0.000126769,-0.00109991,-0.999292,-7.95977e-05,0.00105929,-0.000114696,1458160226.842513341,1,-0.00490484,-0.0030968,-0.00124947
1458160226.859057903,1,-0.00120187,1.76101e-05,-0.00117033,-0.999342,0.000321479,0.00117403,-0.000571348,1458160226.859062465,1,-0.0047389,-0.00226912,-0.00150624
1458160226.875653630,1,-0.00146159,-0.00030141,-0.000289424,-0.998909,0.000560633,0.000829133,-0.000546043,1458160226.875658088,1,-0.00582988,-0.00384634,0.0031246
1458160226.892675716,1,-0.00176418,5.70714e-05,2.98154e-05,-0.999258,0.000618965,0.000823465,-0.000899648,1458160226.892679833,1,-0.00708383,-0.00187413,0.00466965
1458160226.909036127,1,-0.00211799,0.000216542,0.000455069,-0.999251,0.00101841,7.88296e-05,-0.000345035,1458160226.909040185,1,-0.00853667,-0.0010024,0.00668187
1458160226.925506602,1,-0.00215152,-4.84169e-05,0.000436942,-0.999005,0.000961949,0.000396655,4.41455e-05,1458160226.925510543,1,-0.00827273,-0.00234068,0.00632175
1458160226.942133428,1,-0.00284901,5.18761e-05,0.000284901,-0.999667,0.000287219,4.83994e-05,0.000154817,1458160226.942136935,1,-0.011411,-0.00174408,0.00527822
1458160226.958816546,1,-0.00212279,0.000469526,0.000634888,-0.999695,0.000215413,0.00080053,1.90573e-05,1458160226.958820018,1,-0.00709865,0.000457624,0.00684248
1458160226.975390447,1,-0.00165196,0.000857086,0.00169429,-0.999845,0.0010504,0.000487532,0.000769311,1458160226.975393762,1,-0.00427408,0.0024103,0.0119649
1458160226.992052559,1,-0.00146217,0.00106301,0.00147677,-0.999696,0.000852117,0.000232357,-0.000279459,1458160226.992056049,1,-0.00300693,0.00334414,0.0102998
1458160227.008808544,1,-0.00129075,0.000914124,0.00205134,-0.999648,0.000233607,-4.26551e-05,-9.40557e-05,1458160227.008812204,1,-0.0018869,0.00241336,0.0127477
1458160227.025420890,1,-0.00147974,0.000520776,0.00166376,-0.999711,0.000292342,0.000827986,0.000222302,1458160227.025424400,1,-0.00266538,0.000267339,0.0101425
1458160227.042202194,1,-0.000817972,0.000545266,0.00135045,-1.00016,5.34159e-05,0.000932361,0.000225059,1458160227.042206015,1,0.000951592,0.000355294,0.00801129
1458160227.058982423,1,-0.000736046,0.000250933,0.00155064,-0.999767,0.000425334,9.82312e-05,0.000811248,1458160227.058986029,1,0.00143433,-0.0011942,0.00859395
1458160227.075606196,1,-0.000926433,4.2083e-05,0.00101625,-0.999146,0.000931243,-0.000555292,0.000382474,1458160227.075610228,1,0.000493516,-0.00223577,0.00537536
1458160227.092229980,1,-0.000154069,0.000426898,0.00136453,-0.999033,0.000802936,-5.84601e-05,0.000372858,1458160227.092233584,1,0.00452295,-0.000184639,0.00681408
1458160227.108941040,1,-0.000167162,0.00102014,0.000475851,-0.998771,0.00117677,2.12916e-05,0.000960031,1458160227.108945023,1,0.00434089,0.00284779,0.00184215
1458160227.125415352,1,-0.000348017,0.00117349,-0.000682484,-0.998897,0.000909356,0.000280825,0.000460551,1458160227.125418954,1,0.00329601,0.00349096,-0.00429514
1458160227.142421826,1,-0.000380112,0.00197991,-0.00071057,-0.99921,0.000583844,-0.000324081,0.00098712,1458160227.142427452,1,0.00304941,0.00744807,-0.00436279
1458160227.159205691,1,-0.00066474,0.00107467,-0.000511535,-0.999242,-0.000147889,-0.000652476,8.08245e-05,1458160227.159210578,1,0.00151109,0.00244985,-0.00325103
1458160227.175486291,1,-0.00105143,0.000951029,0.000105883,-1.00006,-0.000365084,-0.00048288,-4.83294e-05,1458160227.175490204,1,-0.000489163,0.00166981,-3.27249e-05
1458160227.192173744,1,0.000264452,0.00086891,0.000142998,-0.999349,0.000293257,-0.00128175,0.000592164,1458160227.192177623,1,0.00632202,0.00113459,7.66913e-05
1458160227.208796865,1,0.00107215,0.00148792,0.000558255,-0.999027,0.000379214,-0.00120126,0.00077715,1458160227.208800805,1,0.0102229,0.00421601,0.0021231
1458160227.225495808,1,0.00119155,0.00154398,0.000610665,-0.999991,3.0451e-05,-0.000920597,0.000690189,1458160227.225499656,1,0.0104078,0.00427352,0.0022211
1458160227.242327907,1,0.000577741,0.00121396,0.000857287,-1.00064,-0.000268009,-0.00131356,0.000728471,1458160227.242333462,1,0.00680802,0.00234436,0.00330992
1458160227.259160705,1,0.000188175,0.00131048,0.000325585,-1.00037,-0.000481476,-0.0013726,0.000227997,1458160227.259165394,1,0.00449895,0.00268178,0.00035927
1458160227.275674780,1,0.000141943,0.00143682,0.000243989,-1.00046,-5.79203e-05,-0.000735491,-0.000502934,1458160227.275680918,1,0.00404321,0.00315613,-0.000153757
1458160227.292434736,1,0.000540327,0.00133966,-7.1095e-05,-1.00048,-6.06723e-05,-1.02788e-05,-0.0014441,1458160227.292438699,1,0.0058784,0.00246018,-0.00183831
1458160227.308840060,1,-7.08804e-05,0.000235098,-0.000195336,-1.00122,1.77348e-05,-0.000487772,-0.00107038,1458160227.308843861,1,0.00245226,-0.00337,-0.00246563
1458160227.325784234,1,-0.00109232,0.000618077,0.000851739,-1.00109,8.03736e-05,-0.000269473,-0.00188046,1458160227.325788343,1,-0.00293276,-0.00131706,0.00294491
1458160227.342829883,1,-0.00162708,-0.00109837,0.000116287,-1.00095,1.13205e-05,-0.000175309,-0.00155771,1458160227.342833761,1,-0.00558464,-0.010108,-0.00101596
1458160227.359152682,1,-0.00129891,-0.00102092,9.86432e-05,-1.0006,-0.000752743,-0.000657776,-0.00226553,1458160227.359156452,1,-0.00368826,-0.00930664,-0.00112292
1458160227.375767063,1,-0.000968535,-0.00170515,-8.04541e-05,-1.00125,-7.44344e-05,-0.000166372,-0.00184843,1458160227.375771730,1,-0.00185421,-0.0124252,-0.0020482
1458160227.392414578,1,-0.000636065,-0.00177814,7.62658e-05,-1.00069,-0.000801565,-0.000381185,-0.0015623,1458160227.392419176,1,-8.42098e-05,-0.0122546,-0.00120654
1458160227.409091129,1,-0.000597098,-0.00103361,0.000868058,-1.00113,-0.00194581,-5.36661e-05,-0.00134371,1458160227.409095891,1,0.000106223,-0.00787921,0.00285816
1458160227.425740879,1,-0.000417669,-0.00121917,0.0011903,-1.00101,-0.0019907,-0.000604601,-0.0013886,1458160227.425745696,1,0.00100875,-0.00844637,0.00433856
1458160227.442572595,1,-0.000555809,-0.000270018,0.000764161,-1.00023,-0.0014878,-0.000549313,-0.000674741,1458160227.442587491,1,0.000243571,-0.00315976,0.0019138
1458160227.459209333,1,-7.01509e-05,8.4148e-05,1.42721e-05,-0.9996,-0.00136628,-0.000170688,-0.000204946,1458160227.459214258,1,0.00270856,-0.00114685,-0.00206704
1458160227.475846211,1,-0.000644189,-5.79851e-05,0.000370472,-0.99945,-0.00135575,8.46987e-05,-0.000725077,1458160227.475851300,1,-0.000367785,-0.00176451,-0.000201978
1458160227.493323461,1,-0.000339849,-0.000487817,-0.000145625,-0.999003,-0.00129168,-0.000130754,-0.000873818,1458160227.493333035,1,0.00119128,-0.00382931,-0.00288536
1458160227.509193968,1,-0.000658341,-0.000692839,-0.000492155,-0.999616,-0.000978736,0.00014697,-0.000578952,1458160227.509198703,1,-0.000510191,-0.00464931,-0.00457718
1458160227.526377086,1,-0.000715771,-0.000478623,-0.000267558,-0.999269,-0.000684248,-0.000186592,-0.000670195,1458160227.526382140,1,-0.000798927,-0.00327955,-0.00325909
1458160227.542414285,1,-0.000361689,-0.00153558,-0.000969662,-0.998911,-0.000235097,-0.000663763,-8.64299e-05,1458160227.542419229,1,0.00103591,-0.00848161,-0.0067405
