header.seq,header.frame_id,inputTime,pose.position.x,pose.position.y,pose.position.z,pose.orientation.w,pose.orientation.x,pose.orientation.y,pose.orientation.z
176,1,2.9166666667,9.05761448780528e-12,4.32597187682322e-10,0.638683304,-3.59619486833256e-12,-2.53884686880869e-07,1,1.72875440743912e-10
177,1,2.9333333333,9.34371909920983e-12,4.46279733765046e-10,0.6379582062,-3.46692374809673e-12,-2.52456836003051e-07,1,1.66751716210497e-10
178,1,2.95,9.61092065916153e-12,4.59053082104736e-10,0.637235032,-3.32716646196513e-12,-2.51031220747931e-07,1,1.60101180346428e-10
179,1,2.9666666667,9.85997651906283e-12,4.70953270198638e-10,0.6365143423,-3.17939179106675e-12,-2.49610016207900e-07,1,1.53042598893635e-10
180,1,2.9833333333,1.00916882399392e-11,4.82018583942252e-10,0.6357966753,-3.02604812927204e-12,-2.48195260586888e-07,1,1.45694235874003e-10
181,1,3,1.03068882550352e-11,4.92288913500832e-10,0.6350825468,-2.86951977180332e-12,-2.46788859669264e-07,1,1.38171667038175e-10
182,1,3.0166666667,1.05064268677261e-11,5.01805123152356e-10,0.6343724505,-2.71209007862010e-12,-2.45392591270083e-07,1,1.30585911321606e-10
183,1,3.0333333333,1.06911597899965e-11,5.10608445420292e-10,0.6336668585,-2.55590549675480e-12,-2.44008109618881e-07,1,1.23041768830594e-10
184,1,3.05,1.08619364169068e-11,5.18739908681792e-10,0.6329662216,-2.40294601322603e-12,-2.42636949676375e-07,1,1.15636279758080e-10
185,1,3.0666666667,1.10195890003508e-11,5.26239806649826e-10,0.6322709698,-2.25500119152445e-12,-2.41280531395226e-07,1,1.08457505934286e-10
186,1,3.0833333333,1.11649228565119e-11,5.33147216498948e-10,0.6315815125,-2.11364749723093e-12,-2.39940163913721e-07,1,1.01583548024127e-10
187,1,3.1,1.12987077283086e-11,5.39499571141082e-10,0.6308982391,-1.98023591559614e-12,-2.38617049702014e-07,1,9.50816577415433e-11
188,1,3.1166666667,1.14216703766271e-11,5.45332290404465e-10,0.630221519,-1.85587957968624e-12,-2.37312288621939e-07,1,8.90078132630377e-11
189,1,3.1333333333,1.15344884654022e-11,5.50678473667551e-10,0.6295517028,-1.74144997341932e-12,-2.36026881925946e-07,1,8.34063944301556e-11
190,1,3.15,1.16377857648842e-11,5.55568655702721e-10,0.6288891216,-1.63757657258927e-12,-2.34761736208182e-07,1,7.83101347486713e-11
191,1,3.1666666667,1.17321286755804e-11,5.60030626058512e-10,0.6282340885,-1.54465119990858e-12,-2.33517667233466e-07,1,7.37403232619516e-11
192,1,3.1833333333,1.18180240488529e-11,5.64089311008438e-10,0.6275868982,-1.46283966984214e-12,-2.32295403730819e-07,1,6.97070710694517e-11
193,1,3.2,1.18959182464023e-11,5.67766716520124e-10,0.6269478278,-1.39208957704651e-12,-2.31095591088504e-07,1,6.62099258128082e-11
194,1,3.2166666667,1.19661973916225e-11,5.71081929043515e-10,0.6263171371,-1.33214537317543e-12,-2.29918794999641e-07,1,6.32385582231882e-11
195,1,3.2333333333,1.20291887314849e-11,5.74051170330642e-10,0.625695069,-1.28256944490116e-12,-2.28765505007368e-07,1,6.07736501396602e-11
196,1,3.25,1.20851629967964e-11,5.76687901537368e-10,0.6250818499,-1.24276318361930e-12,-2.27636137981268e-07,1,5.87877909359393e-11
197,1,3.2666666667,1.21343376462230e-11,5.79002971659435e-10,0.6244776901,-1.21198719456174e-12,-2.26531041522524e-07,1,5.72465080877406e-11
198,1,3.2833333333,1.21768808836597e-11,5.81004804678351e-10,0.6238827844,-1.18938063955303e-12,-2.25450497256942e-07,1,5.61094192793657e-11
199,1,3.3,1.22129163386562e-11,5.82699619173984e-10,0.6232973121,-1.17398958190339e-12,-2.24394724092117e-07,1,5.53313803225864e-11
200,1,3.3166666667,1.22425282606446e-11,5.84091674110875e-10,0.6227214377,-1.16479145950343e-12,-2.23363881375279e-07,1,5.48636518879193e-11
201,1,3.3333333333,1.22657670921557e-11,5.85183534443025e-10,0.6221553114,-1.16071739747825e-12,-2.22358071945982e-07,1,5.46550100053148e-11
202,1,3.35,1.22826552965858e-11,5.85976350392928e-10,0.6215990692,-1.16067709050510e-12,-2.21377345132416e-07,1,5.46529299076261e-11
203,1,3.3666666667,1.22931933064812e-11,5.86470144010304e-10,0.6210528333,-1.16358109772617e-12,-2.20421699686034e-07,1,5.48046366931183e-11
204,1,3.3833333333,1.22973654704662e-11,5.86664097184418e-10,0.620516713,-1.16835969074043e-12,-2.19491086589289e-07,1,5.50581636029462e-11
205,1,3.4,1.22951458940201e-11,5.86556835370651e-10,0.6199908043,-1.17398126077156e-12,-2.18585411818916e-07,1,5.53632750160813e-11
206,1,3.4166666667,1.22865040717192e-11,5.86146701953036e-10,0.6194751909,-1.17947328338898e-12,-2.17704539023003e-07,1,5.56722839120424e-11
207,1,3.4333333333,1.22714102000515e-11,5.85432018709510e-10,0.6189699445,-1.18393683514670e-12,-2.16848292084441e-07,1,5.59408651158030e-11
208,1,3.45,1.22498400903145e-11,5.84411328036638e-10,0.6184751249,-1.18655637258317e-12,-2.16016457626638e-07,1,5.61286012546408e-11
209,1,3.4666666667,1.22217796248957e-11,5.83083613783422e-10,0.6179907805,-1.18661122458837e-12,-2.15208787478431e-07,1,5.61995920038960e-11
210,1,3.4833333333,1.21872286952126e-11,5.81448497468933e-10,0.617516949,-1.18348577230024e-12,-2.14425001008411e-07,1,5.61228653165870e-11
211,1,3.5,1.21462045683587e-11,5.79506407632777e-10,0.6170536571,-1.17667188887218e-12,-2.13664787381210e-07,1,5.58725724236628e-11
212,1,3.5166666667,1.20987446660130e-11,5.77258721101780e-10,0.6166009217,-1.16577009443304e-12,-2.12927807793625e-07,1,5.54282784568481e-11
213,1,3.5333333333,1.20449087466572e-11,5.74707874736744e-10,0.6161587494,-1.15049496918746e-12,-2.12213697560753e-07,1,5.47749989033782e-11
214,1,3.55,1.19847804659031e-11,5.71857447405952e-10,0.6157271376,-1.13067497816638e-12,-2.11522068155130e-07,1,5.39030919381309e-11
215,1,3.5666666667,1.19184683164376e-11,5.68712212708969e-10,0.6153060743,-1.10624542974809e-12,-2.10852509217200e-07,1,5.28081461697004e-11
216,1,3.5833333333,1.18461059822067e-11,5.65278163095355e-10,0.6148955388,-1.07724313025539e-12,-2.10204590438252e-07,1,5.14907965780469e-11
217,1,3.6,1.17678521372875e-11,5.61562506430896e-10,0.6144955019,-1.04380016308809e-12,-2.09577863366061e-07,1,4.99563714381171e-11
218,1,3.6166666667,1.16838897237277e-11,5.57573636881914e-10,0.6141059263,-1.00613637573259e-12,-2.08971863178528e-07,1,4.82145099290587e-11
219,1,3.6333333333,1.15944247499259e-11,5.53321082211413e-10,0.6137267666,-9.64549711801867e-13,-2.08386110383949e-07,1,4.62787545909562e-11
220,1,3.65,1.14996846613678e-11,5.48815429736423e-10,0.6133579703,-9.19406956227178e-13,-2.07820112418761e-07,1,4.41660849197614e-11
221,1,3.6666666667,1.13999163356215e-11,5.44068233528485e-10,0.6129994775,-8.71132325316823e-13,-2.07273365203410e-07,1,4.18963364326885e-11
222,1,3.6833333333,1.12953837633379e-11,5.39091905971696e-10,0.6126512216,-8.20195620942783e-13,-2.06745354629827e-07,1,3.94916563820080e-11
223,1,3.7,1.11863654795779e-11,5.33899596649428e-10,0.6123131293,-7.67101239007928e-13,-2.06235557998329e-07,1,3.69760218159766e-11
224,1,3.7166666667,1.10731518068814e-11,5.28505061279832e-10,0.611985121,-7.12375446747952e-13,-2.05743445372078e-07,1,3.43746477180799e-11
225,1,3.7333333333,1.09560419776135e-11,5.22922523872143e-10,0.6116671115,-6.56556656073466e-13,-2.05268480865930e-07,1,3.17134397536099e-11
226,1,3.75,1.08353411914238e-11,5.17166535117477e-10,0.6113590096,-6.00183118838937e-13,-2.04810123894744e-07,1,2.90184569188467e-11
227,1,3.7666666667,1.07113576728508e-11,5.11251829931859e-10,0.611060719,-5.43783188771948e-13,-2.04367830344687e-07,1,2.63154394660166e-11
228,1,3.7833333333,1.05843997818050e-11,5.05193186741642e-10,0.610772138,-4.87869443056568e-13,-2.03941053721284e-07,1,2.36293909576798e-11
229,1,3.8,1.04547732130400e-11,4.99005290837914e-10,0.6104931605,-4.32928073251543e-13,-2.03529246207739e-07,1,2.09841302160616e-11
230,1,3.8166666667,1.03227783401161e-11,4.92702604230568e-10,0.6102236756,-3.79409127581626e-13,-2.03131859666602e-07,1,1.84018596957530e-11
231,1,3.8333333333,1.01887077552721e-11,4.86299244290738e-10,0.6099635681,-3.27721904117805e-13,-2.02748346609455e-07,1,1.59029092687462e-11
232,1,3.85,1.00528440325404e-11,4.79808872660721e-10,0.609712719,-2.78230766257883e-13,-2.02378161113242e-07,1,1.35054836574593e-11
233,1,3.8666666667,9.91545773774641e-12,4.73244595816135e-10,0.6094710054,-2.31249664308758e-13,-2.02020759682200e-07,1,1.12254033613176e-11
234,1,3.8833333333,9.77680571354751e-12,4.66618878614006e-10,0.6092383009,-1.87039230518057e-13,-2.01675602047260e-07,1,9.07601728081511e-12
235,1,3.9,9.63712965436634e-12,4.59943471405729e-10,0.6090144757,-1.45808586664346e-13,-2.01342151943891e-07,1,7.06805961756221e-12
236,1,3.9166666667,9.49665496654809e-12,4.53229351440572e-10,0.6087993973,-1.07710285016545e-13,-2.01019877833558e-07,1,5.20956908593474e-12
237,1,3.9333333333,9.35558993507316e-12,4.46486678953295e-10,0.6085929301,-7.28421135291214e-14,-2.00708253581008e-07,1,3.50596846179395e-12
238,1,3.95,9.21412518922580e-12,4.39724767576995e-10,0.6083949359,-4.12506081227876e-14,-2.00406759069935e-07,1,1.96012919803926e-12
239,1,3.9666666667,9.07243345183866e-12,4.32952068743294e-10,0.6082052743,-1.29276970058980e-14,-2.00114880795740e-07,1,5.72378542501208e-13
240,1,3.9833333333,8.93066958216048e-12,4.26176169902797e-10,0.6080238026,1.21814963522849e-14,-1.99832112436956e-07,1,-6.59278598495267e-13
241,1,4,8.78897087606033e-12,4.19403805481000e-10,0.6078503762,3.41738647364506e-14,-1.99557955358176e-07,1,-1.73901321884881e-12
242,1,4.0166666667,8.64745759633134e-12,4.12640879714998e-10,0.6076848488,5.31843915984138e-14,-1.99291919060081e-07,1,-2.67299123522099e-12
243,1,4.0333333333,8.50623371214163e-12,4.05892500341611e-10,0.6075270724,6.93843647288771e-14,-1.99033521628822e-07,1,-3.46907823759698e-12
244,1,4.05,8.36538783565478e-12,3.99163021624935e-10,0.6073768977,8.29770257619810e-14,-1.98782290155625e-07,1,-4.13666134331991e-12
245,1,4.0666666667,8.22499433060589e-12,3.92456095639292e-10,0.6072341742,9.41876493527739e-14,-1.98537761070819e-07,1,-4.68635288066338e-12
246,1,4.0833333333,8.08511454343828e-12,3.85774730265618e-10,0.6070987503,1.03258770417540e-13,-1.98299480489117e-07,1,-5.12975224560032e-12
247,1,4.1,7.94579812950668e-12,3.79121352553376e-10,0.6069704737,1.10447559451458e-13,-1.98067004512489e-07,1,-5.47916918803053e-12
248,1,4.1166666667,7.80708445781878e-12,3.72497875949785e-10,0.6068491913,1.16020628304676e-13,-1.97839899501283e-07,1,-5.74734331907787e-12
249,1,4.1333333333,7.66900406590373e-12,3.65905769892896e-10,0.6067347495,1.20246268219833e-13,-1.97617742324136e-07,1,-5.94722728242506e-12
250,1,4.15,7.53158012491625e-12,3.59346130524261e-10,0.6066269942,1.23389695095266e-13,-1.97400120545148e-07,1,-6.09170500493216e-12
251,1,4.1666666667,7.39482988781812e-12,3.52819751045573e-10,0.6065257714,1.25708726337800e-13,-1.97186632617831e-07,1,-6.19338623739116e-12
252,1,4.1833333333,7.25876609663098e-12,3.46327190565111e-10,0.6064309267,1.27449033637425e-13,-1.96976888043556e-07,1,-6.26440792846851e-12
253,1,4.2,7.12339832381235e-12,3.39868840337401e-10,0.606342306,1.28841115179313e-13,-1.96770507492666e-07,1,-6.31621641106648e-12
254,1,4.2166666667,6.98873423103784e-12,3.33444986257252e-10,0.6062597551,1.30098557679925e-13,-1.96567122934400e-07,1,-6.35944086791894e-12
255,1,4.2333333333,6.85478073533550e-12,3.27055866862452e-10,0.6061831205,1.31416305023648e-13,-1.96366377703444e-07,1,-6.40373585430312e-12
256,1,4.25,6.72154507177456e-12,3.20701726020288e-10,0.6061122488,1.32965926750634e-13,-1.96167926565605e-07,1,-6.45766750661128e-12
257,1,4.2666666667,6.58903572924288e-12,3.14382859690088e-10,0.6060469873,1.34893035662636e-13,-1.95971435772792e-07,1,-6.52866996982212e-12
258,1,4.2833333333,6.45726324583414e-12,3.08099656470305e-10,0.605987184,1.37318142546070e-13,-1.95776583052467e-07,1,-6.62295059907084e-12
259,1,4.3,6.32624086601353e-12,3.01852631460699e-10,0.6059326877,1.40335365538563e-13,-1.95583057622453e-07,1,-6.74544574789151e-12
260,1,4.3166666667,6.19598505490077e-12,2.95642453212919e-10,0.6058833481,1.44014147407103e-13,-1.95390560190283e-07,1,-6.89985518744943e-12
261,1,4.3333333333,6.06651587733166e-12,2.89469963915203e-10,0.6058390157,1.48400119851623e-13,-1.95198802907658e-07,1,-7.08865782496934e-12
262,1,4.35,5.93785724567591e-12,2.83336192912544e-10,0.6057995422,1.53513397378800e-13,-1.95007509305643e-07,1,-7.31313856916007e-12
263,1,4.3666666667,5.81003702966964e-12,2.77242363716111e-10,0.6057647807,1.59349873961750e-13,-1.94816414234204e-07,1,-7.57343767173644e-12
264,1,4.3833333333,5.68308703440621e-12,2.71189894782979e-10,0.6057345851,1.65883380895413e-13,-1.94625263791165e-07,1,-7.86864425506197e-12
265,1,4.4,5.55704285908079e-12,2.65180394552023e-10,0.605708811,1.73070420430830e-13,-1.94433815227216e-07,1,-8.19687586582544e-12
266,1,4.4166666667,5.43194365904354e-12,2.59215651193822e-10,0.6056873154,1.80850185295435e-13,-1.94241836833856e-07,1,-8.55539254698590e-12
267,1,4.4333333333,5.30783181460968e-12,2.53297617682788e-10,0.6056699566,1.89147155306253e-13,-1.94049107802063e-07,1,-8.94071064584267e-12
268,1,4.45,5.18475252023372e-12,2.47428392816334e-10,0.6056565946,1.97874978346647e-13,-1.93855418101244e-07,1,-9.34872179399750e-12
269,1,4.4666666667,5.06275331193283e-12,2.41610198830050e-10,0.605647091,2.06934346361342e-13,-1.93660568362152e-07,1,-9.77481406915531e-12
270,1,4.4833333333,4.94188352899142e-12,2.35845356270242e-10,0.605641309,2.16221600459223e-13,-1.93464369707716e-07,1,-1.02139939139603e-11
271,1,4.5,4.82219374872544e-12,2.30136256803829e-10,0.6056391137,2.25630046893138e-13,-1.93266643578557e-07,1,-1.06610398545090e-11
272,1,4.5166666667,4.70373520324358e-12,2.24485334755784e-10,0.605640372,2.35047836787053e-13,-1.93067221570555e-07,1,-1.11105802558630e-11
273,1,4.5333333333,4.58655917249098e-12,2.18895037860798e-10,0.6056449524,2.44365286546410e-13,-1.92865945256058e-07,1,-1.15572320654283e-11
274,1,4.55,4.47071638610691e-12,2.13367797947846e-10,0.6056527257,2.53475335293741e-13,-1.92662666001224e-07,1,-1.19957161947490e-11
275,1,4.5666666667,4.35625643951038e-12,2.07906002183774e-10,0.6056635643,2.62273572143929e-13,-1.92457244782145e-07,1,-1.24209424644639e-11
276,1,4.5833333333,4.24322722630743e-12,2.02511965366963e-10,0.6056773427,2.70662128414716e-13,-1.92249551974142e-07,1,-1.28281255972543e-11
277,1,4.6,4.13167440570767e-12,1.97187903869635e-10,0.6056939375,2.78551851672191e-13,-1.92039467145455e-07,1,-1.32128579445402e-11
278,1,4.6166666667,4.02164091796705e-12,1.91935911631126e-10,0.6057132273,2.85865333273059e-13,-1.91826878873945e-07,1,-1.35711525121726e-11
279,1,4.6333333333,3.91316656163211e-12,1.86757938457603e-10,0.6057350928,2.92534794325829e-13,-1.91611684529158e-07,1,-1.38995034030927e-11
280,1,4.65,3.80628762474026e-12,1.81655770953571e-10,0.6057594167,2.98502977296173e-13,-1.91393790031411e-07,1,-1.41949556649264e-11
281,1,4.6666666667,3.70103657384460e-12,1.76631016442426e-10,0.605786084,3.03724889421171e-13,-1.91173109642962e-07,1,-1.44551339098949e-11
282,1,4.6833333333,3.59744180879970e-12,1.71685090034822e-10,0.6058149818,3.08166969863748e-13,-1.90949565769457e-07,1,-1.46782373396031e-11
283,1,4.7,3.49552748128712e-12,1.66819204835935e-10,0.6058459994,3.11809264275397e-13,-1.90723088724039e-07,1,-1.48630429380507e-11
284,1,4.7166666667,3.39531338502528e-12,1.62034365313176e-10,0.6058790283,3.14642024493591e-13,-1.90493616491966e-07,1,-1.50089276337086e-11
285,1,4.7333333333,3.29681490358379e-12,1.57331363909978e-10,0.6059139621,3.16666591823176e-13,-1.90261094516891e-07,1,-1.51158334132578e-11
286,1,4.75,3.20004301924621e-12,1.52710780745096e-10,0.6059506969,3.17897569429933e-13,-1.90025475471690e-07,1,-1.51842422357872e-11
287,1,4.7666666667,3.10500439144135e-12,1.48172986250922e-10,0.6059891307,3.18358989790717e-13,-1.89786719028429e-07,1,-1.52151408038747e-11
288,1,4.7833333333,3.01170148772827e-12,1.43718146552341e-10,0.6060291641,3.18083053385664e-13,-1.89544791636835e-07,1,-1.52099623398125e-11
289,1,4.8,2.92013276064581e-12,1.39346231302499e-10,0.6060706995,3.17111874132210e-13,-1.89299666286979e-07,1,-1.51705809627957e-11
290,1,4.8166666667,2.83029287603591e-12,1.35057023887638e-10,0.6061136421,3.15493645352564e-13,-1.89051322275231e-07,1,-1.50992336858934e-11
291,1,4.8333333333,2.74217297582546e-12,1.30850133607955e-10,0.6061578988,3.13281803932762e-13,-1.88799745002301e-07,1,-1.49984417777262e-11
292,1,4.85,2.65576097071011e-12,1.26725009432493e-10,0.6062033793,3.10537203082113e-13,-1.88544925743128e-07,1,-1.48709909770086e-11
293,1,4.8666666667,2.57104187009910e-12,1.22680955167675e-10,0.606249995,3.07323422362299e-13,-1.88286861398851e-07,1,-1.47198553389845e-11
294,1,4.8833333333,2.48799812666824e-12,1.18717145656093e-10,0.60629766,3.03701643229976e-13,-1.88025554297920e-07,1,-1.45481349034967e-11
295,1,4.9,2.40660997304400e-12,1.14832643657286e-10,0.6063462904,2.99737109075354e-13,-1.87761011962124e-07,1,-1.43589887225110e-11
296,1,4.9166666667,2.32685577687560e-12,1.11026417057124e-10,0.6063958045,2.95497435167422e-13,-1.87493246888391e-07,1,-1.41555889703545e-11
297,1,4.9333333333,2.24871240663982e-12,1.07297356144657e-10,0.6064461231,2.91046196729474e-13,-1.87222276360803e-07,1,-1.39410717822826e-11
298,1,4.95,2.17215557907626e-12,1.03644290684625e-10,0.6064971688,2.86444674131872e-13,-1.86948122194817e-07,1,-1.37184761496759e-11
299,1,4.9666666667,2.09716019289527e-12,1.00066006471410e-10,0.6065488666,2.81751019210982e-13,-1.86670810535433e-07,1,-1.34907120502909e-11
300,1,4.9833333333,2.02370064577845e-12,9.65612611689663e-11,0.6066011439,2.77020276022535e-13,-1.86390371674865e-07,1,-1.32605094879915e-11
301,1,5,1.95175113304006e-12,9.31287991673453e-11,0.6066539298,2.72301403846769e-13,-1.86106839834002e-07,1,-1.30303664279255e-11
302,1,5.0166666667,1.88128591542772e-12,8.97673652006177e-11,0.606707156,2.67639449355964e-13,-1.85820252947603e-07,1,-1.28025580389046e-11
303,1,5.0333333333,2.38346377525771e-06,-1.56175817067173e-07,0.6069520641,0.0046013237,-0.0002202263,0.9999893441,0.0003016978
304,1,5.05,3.35012763689240e-05,-2.19099663827178e-06,0.6074046422,0.0147505364,-0.0006624293,0.9998905085,0.0009766957
305,1,5.0666666667,0.0001466025,-9.60410986186950e-06,0.607886389,0.0264622102,-0.0010990273,0.9996476354,0.0017744332
306,1,5.0833333333,0.0004057424,-2.66513434188586e-05,0.608390276,0.039258432,-0.0015079235,0.9992244105,0.0026606828
307,1,5.1,0.0008806925,-5.79988680607048e-05,0.60890669,0.0528556982,-0.0018717517,0.9985938721,0.0036125116
308,1,5.1166666667,0.0016450581,-0.0001085822,0.6094219929,0.0669857703,-0.0021835362,0.9977409013,0.0046078894
309,1,5.1333333333,0.0027745669,-0.00018348,0.6099183159,0.0813897077,-0.0024414058,0.996663488,0.0056255447
310,1,5.15,0.0043454363,-0.0002877968,0.6103736599,0.0958211617,-0.0026462188,0.9953728662,0.0066452762
311,1,5.1666666667,0.0064328692,-0.0004265566,0.6107622885,0.1100497661,-0.0028001163,0.993892707,0.0076482212
312,1,5.1833333333,0.009109727,-0.0006046102,0.6110553784,0.1238640366,-0.0029056771,0.9922575287,0.0086170852
313,1,5.2,0.0124454165,-0.0008265579,0.6112218758,0.1370736925,-0.0029654221,0.9905105084,0.0095363472
314,1,5.2166666667,0.0165050079,-0.001096689,0.6112294967,0.1495113702,-0.0029815284,0.988700894,0.0103924459
315,1,5.2333333333,0.0213485898,-0.0014189377,0.6110458033,0.1610337297,-0.0029556737,0.9868812212,0.0111739452
316,1,5.25,0.0270308442,-0.0017968558,0.6106392954,0.1715219856,-0.0028889698,0.9851045253,0.0118716717
317,1,5.2666666667,0.03360082,-0.0022335995,0.6099804564,0.1808819146,-0.0027819608,0.9834217167,0.012478816
318,1,5.2833333333,0.0411018675,-0.0027319299,0.60904271,0.1890434079,-0.0026346773,0.9818792607,0.0129909872
319,1,5.3,0.0495716984,-0.003294223,0.6078032497,0.1959596452,-0.002446737,0.9805172637,0.0134062136
320,1,5.3166666667,0.0590425322,-0.0039224895,0.6062437171,0.2016059661,-0.0022174851,0.9793680334,0.01372488
321,1,5.3333333333,0.0695412939,-0.0046183989,0.6043507137,0.2059785123,-0.0019461642,0.9784551464,0.0139496004
322,1,5.35,0.0810898342,-0.0053833089,0.6021161395,0.209092703,-0.0016320972,0.97779302,0.0140850245
323,1,5.3666666667,0.0937051504,-0.0062182958,0.5995373609,0.2109815944,-0.0012748679,0.9773869604,0.0141375826
324,1,5.3833333333,0.1073995934,-0.0071241858,0.5966172117,0.2116941619,-0.0008744797,0.9772336357,0.0141151805
325,1,5.4,0.1221810545,-0.0081015859,0.5933638404,0.2112935342,-0.0004314767,0.9773219037,0.0140268569
326,1,5.4166666667,0.1380531345,-0.009150913,0.5897904156,0.209855196,5.29839591318936e-05,0.9776339153,0.013882422
327,1,5.4333333333,0.1550152991,-0.0102724218,0.5859147092,0.2074651726,0.0005771135,0.978146408,0.0136920974
328,1,5.45,0.1730630336,-0.0114662301,0.5817585738,0.2042182042,0.0011385254,0.9788321056,0.0134661752
329,1,5.4666666667,0.1921880081,-0.012732343,0.5773473393,0.2002159179,0.0017343127,0.9796611402,0.013214714
330,1,5.4833333333,0.2123782688,-0.014070675,0.5727091488,0.1955650066,0.0023611561,0.9806024276,0.0129472824
331,1,5.5,0.2336184649,-0.0154810707,0.5678742603,0.1903754259,0.0030154496,0.9816249312,0.0126727585
332,1,5.5166666667,0.2558901225,-0.0169633249,0.5628743368,0.184758626,0.0036934291,0.9826987681,0.0123991856
333,1,5.5333333333,0.2791719709,-0.0185172012,0.5577417495,0.1788258357,0.0043912921,0.9837961226,0.0121336803
334,1,5.55,0.3034403215,-0.0201424511,0.5525089162,0.1726864202,0.0051053014,0.9848919459,0.0118823891
335,1,5.5666666667,0.3286694969,-0.0218388317,0.5472076926,0.1664463368,0.0058318675,0.9859644378,0.0116504813
336,1,5.5833333333,0.3548323021,-0.0236061236,0.5418688331,0.1602067093,0.0065676089,0.9869953158,0.0114421726
337,1,5.6,0.3819005277,-0.0254441482,0.5365215323,0.1540625436,0.0073093905,0.9879698885,0.0112607685
338,1,5.6166666667,0.4098454703,-0.0273527843,0.5311930528,0.1481016026,0.008054345,0.9888769585,0.0111087214
339,1,5.6333333333,0.4386384563,-0.0293319839,0.5259084415,0.1424034554,0.0087998787,0.9897085877,0.0109876951
340,1,5.65,0.4682513527,-0.0313817865,0.5206903324,0.1370387104,0.0095436666,0.9904597569,0.0108986336
341,1,5.6666666667,0.4986570524,-0.0335023321,0.5155588295,0.1320684382,0.0102836403,0.991127958,0.0108418296
342,1,5.6833333333,0.5298299186,-0.0356938722,0.5105314606,0.127543786,0.0110179717,0.9917127506,0.0108169926
343,1,5.7,0.56174618,-0.0379567791,0.5056231918,0.1235057766,0.0117450542,0.9922153157,0.0108233155
344,1,5.7166666667,0.5943842669,-0.0402915519,0.5008464908,0.119985288,0.0124634849,0.992638032,0.010859538
345,1,5.7333333333,0.6277250838,-0.0426988205,0.4962114268,0.1170031996,0.0131720465,0.9929840958,0.0109240086
346,1,5.75,0.6617522155,-0.0451793476,0.4917257981,0.1145706927,0.0138696919,0.993257199,0.0110147435
347,1,5.7666666667,0.696452065,-0.0477340265,0.4873952744,0.1126896887,0.014555531,0.9934612751,0.0111294844
348,1,5.7833333333,0.7318139268,-0.050363878,0.4832235495,0.1113534087,0.0152288199,0.9936003141,0.0112657527
349,1,5.8,0.7678299973,-0.0530700435,0.4792124961,0.1105470367,0.0158889514,0.9936782462,0.0114209024
350,1,5.8166666667,0.804495327,-0.0558537764,0.4753623186,0.1102484675,0.0165354484,0.9936988859,0.011592171
351,1,5.8333333333,0.8418077212,-0.0587164319,0.4716717027,0.1104291224,0.0171679584,0.9936659292,0.0117767273
352,1,5.85,0.8797675949,-0.0616594539,0.4681379595,0.1110548145,0.0177862482,0.9935829888,0.0119717172
353,1,5.8666666667,0.9183777885,-0.0646843618,0.4647571649,0.1120866461,0.0183901997,0.993453658,0.0121743072
354,1,5.8833333333,0.9576433522,-0.0677927353,0.4615242947,0.1134819229,0.018979805,0.993281588,0.0123817242
355,1,5.9,0.9975713053,-0.070986199,0.4584333573,0.1151950681,0.0195551614,0.9930705671,0.0125912933
356,1,5.9166666667,1.0381703786,-0.0742664067,0.4554775253,0.1171785226,0.0201164653,0.9928245915,0.0128004718
357,1,5.9333333333,1.079450745,-0.0776350253,0.4526492672,0.1193836185,0.0206640041,0.9925479191,0.0130068797
358,1,5.95,1.1214237466,-0.0810937201,0.4499404799,0.1217614117,0.0211981484,0.9922450994,0.0132083267
359,1,5.9666666667,1.1641016219,-0.0846441396,0.4473426231,0.1242634648,0.0217193412,0.9919209775,0.0134028351
360,1,5.9833333333,1.20749724,-0.0882879022,0.4448468556,0.1268425705,0.0222280869,0.9915806688,0.0135886588
361,1,6,1.2516238456,-0.0920265842,0.4424441714,0.1294534065,0.0227249382,0.9912295077,0.013764297
362,1,6.0166666667,1.2959056319,-0.0958456103,0.439661704,0.1354840459,0.0223400367,0.9904329533,0.0136948229
363,1,6.0333333333,1.3368443524,-0.0997093116,0.4354537525,0.1549810282,0.0203069093,0.9876242567,0.0129160733
364,1,6.05,1.3718982588,-0.1036117869,0.4296837309,0.1935350157,0.0176449979,0.9808710922,0.011168676
365,1,6.0666666667,1.3999054737,-0.1075467683,0.422239248,0.258921275,0.0145245293,0.9657564019,0.0079605733
366,1,6.0833333333,1.4207156039,-0.1115070358,0.4130310556,0.3611411783,0.0109782829,0.9324410898,0.0031824168
367,1,6.1,1.4353386174,-0.1154823901,0.4019030898,0.5048079093,0.0069670295,0.8631989344,-0.0028322975
368,1,6.1166666667,1.4460844531,-0.1194600594,0.3885676917,0.6737564469,0.002715296,0.7388908727,-0.0092272924
369,1,6.1333333333,1.4552779909,-0.1234297989,0.3726304592,0.8192362451,-0.0005657369,0.5732773598,-0.0143077065
370,1,6.15,1.4583405836,-0.1273979219,0.3539612695,0.8985520281,-0.0021940152,0.4385066709,-0.0176444253
371,1,6.1666666667,1.4527912794,-0.1313660449,0.3325670798,0.9318084066,-0.0026308542,0.3623791876,-0.0201862197
372,1,6.1833333333,1.438475849,-0.1353341678,0.30844789,0.9394926144,-0.0021820434,0.341815564,-0.022604721
373,1,6.2,1.4160260305,-0.1393022908,0.2816037003,0.9284255231,-0.0010619685,0.3706679144,-0.025103877
